team,logo,spi,offense,defense,proj_points,proj_goal_diff,make_playoffs,first_round_bye,supporters_shield,mls_cup,updated
Montreal Impact,https://secure.espn.com/combiner/i?img=/i/teamlogos/soccer/500/9720.png&amp;w=56,36.1,1.1,1.6,43.906050,-4,0.4188,0.02865,0.01155,0.015,2022-02-26 20:07:00
Chicago Fire,https://secure.espn.com/combiner/i?img=/i/teamlogos/soccer/500/182.png&amp;w=56,36.4,1.2,1.7,43.418000,-4,0.39285,0.02515,0.01025,0.0144,2022-02-26 20:07:00
San Jose Earthquakes,https://secure.espn.com/combiner/i?img=/i/teamlogos/soccer/500/191.png&amp;w=56,35.9,1.3,1.7,43.112800,-6,0.39135,0.03105,0.012,0.01435,2022-02-26 20:07:00
Austin FC,https://secure.espn.com/combiner/i?img=/i/teamlogos/soccer/500/20906.png&amp;w=56,34.4,1.2,1.7,43.262100,-3,0.39725,0.0273,0.00975,0.01325,2022-02-26 20:07:00
Toronto FC,https://secure.espn.com/combiner/i?img=/i/teamlogos/soccer/500/7318.png&amp;w=56,35.6,1.2,1.7,42.763400,-5,0.37815,0.0215,0.0096,0.01305,2022-02-26 20:07:00
Vancouver Whitecaps,https://secure.espn.com/combiner/i?img=/i/teamlogos/soccer/500/9727.png&amp;w=56,34.2,1.1,1.7,40.539200,-11,0.3135,0.0165,0.00555,0.00955,2022-02-26 20:07:00
Real Salt Lake,https://secure.espn.com/combiner/i?img=/i/teamlogos/soccer/500/4771.png&amp;w=56,32.4,1.1,1.7,39.271600,-11,0.2759,0.01345,0.0054,0.00805,2022-02-26 20:07:00
Inter Miami CF,https://secure.espn.com/combiner/i?img=/i/teamlogos/soccer/500/20232.png&amp;w=56,31.2,1.0,1.7,37.807050,-12,0.2201,0.00775,0.00285,0.00625,2022-02-26 20:07:00
Houston Dynamo,https://secure.espn.com/combiner/i?img=/i/teamlogos/soccer/500/6077.png&amp;w=56,29.3,1.0,1.7,36.788700,-15,0.2056,0.0089,0.0027,0.0047,2022-02-26 20:07:00
Charlotte FC,https://secure.espn.com/combiner/i?img=/i/teamlogos/soccer/500/21300.png&amp;w=56,29.9,0.9,1.6,36.942850,-14,0.2077,0.00645,0.002,0.00445,2022-02-26 20:07:00
FC Cincinnati,https://secure.espn.com/combiner/i?img=/i/teamlogos/soccer/500/18267.png&amp;w=56,24.9,1.0,2.0,30.835650,-29,0.09085,0.0016,0.00045,0.0013,2022-02-26 20:07:00
