team,logo,elo,proj_record,proj_point_diff,make_playoffs,win_division,first_round_bye,win_superbowl,updated,make_div_round,make_conf_champ,make_superbowl
Lions,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/det.png&amp;w=56&amp;h=56,1324.0,,,0.0,0.0,0.0,0.0,2022-01-04 18:26:00,,,
Jets,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/nyj.png&amp;w=56&amp;h=56,1293.0,,,0.0,0.0,0.0,0.0,2022-01-04 18:26:00,,,
Jaguars,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/jax.png&amp;w=56&amp;h=56,1210.0,,,0.0,0.0,0.0,0.0,2022-01-04 18:26:00,,,
Packers,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/gb.png&amp;w=56&amp;h=56,1680.0,,,1.0,1.0,1.0,0.2741,2022-01-05 13:21:00,,,
Chiefs,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/kc.png&amp;w=56&amp;h=56,1678.0,,,1.0,1.0,0.2026,0.18926,2022-01-05 13:21:00,,,
Buccaneers,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/tb.png&amp;w=56&amp;h=56,1642.0,,,1.0,1.0,0.0,0.09458,2022-01-05 13:21:00,,,
Rams,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/lar.png&amp;w=56&amp;h=56,1617.0,,,1.0,0.7685,0.0,0.09032,2022-01-05 13:21:00,,,
Titans,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/ten.png&amp;w=56&amp;h=56,1573.0,,,1.0,1.0,0.77486,0.08744,2022-01-05 13:21:00,,,
Bills,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/buf.png&amp;w=56&amp;h=56,1632.0,,,1.0,0.95226,0.0,0.082,2022-01-05 13:21:00,,,
Cowboys,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/dal.png&amp;w=56&amp;h=56,1595.0,,,1.0,1.0,0.0,0.03916,2022-01-05 13:21:00,,,
Bengals,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/cin.png&amp;w=56&amp;h=56,1571.0,,,1.0,1.0,0.01946,0.03672,2022-01-05 13:21:00,,,
Patriots,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/ne.png&amp;w=56&amp;h=56,1594.0,,,1.0,0.04774,0.00308,0.02954,2022-01-05 13:21:00,,,
Colts,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/ind.png&amp;w=56&amp;h=56,1596.0,,,0.88822,0.0,0.0,0.02652,2022-01-05 13:21:00,,,
Cardinals,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/ari.png&amp;w=56&amp;h=56,1559.0,,,1.0,0.2315,0.0,0.01908,2022-01-05 13:21:00,,,
49ers,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/sf.png&amp;w=56&amp;h=56,1561.0,,,0.61102,0.0,0.0,0.00964,2022-01-05 13:21:00,,,
Eagles,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/phi.png&amp;w=56&amp;h=56,1535.0,,,1.0,0.0,0.0,0.00864,2022-01-05 13:21:00,,,
Chargers,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/lac.png&amp;w=56&amp;h=56,1533.0,,,0.51198,0.0,0.0,0.00716,2022-01-05 13:21:00,,,
Saints,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/no.png&amp;w=56&amp;h=56,1517.0,,,0.38898,0.0,0.0,0.00316,2022-01-05 13:21:00,,,
Raiders,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/oak.png&amp;w=56&amp;h=56,1470.0,,,0.5317,0.0,0.0,0.00226,2022-01-05 13:21:00,,,
Ravens,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/bal.png&amp;w=56&amp;h=56,1524.0,,,0.0236,0.0,0.0,0.00026,2022-01-05 13:21:00,,,
Steelers,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/pit.png&amp;w=56&amp;h=56,1471.0,,,0.0445,0.0,0.0,0.00016,2022-01-05 13:21:00,,,
Dolphins,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/mia.png&amp;w=56&amp;h=56,1520.0,,,0.0,0.0,0.0,0.0,2022-01-05 13:21:00,,,
Vikings,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/min.png&amp;w=56&amp;h=56,1494.0,,,0.0,0.0,0.0,0.0,2022-01-05 13:21:00,,,
Seahawks,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/sea.png&amp;w=56&amp;h=56,1492.0,,,0.0,0.0,0.0,0.0,2022-01-05 13:21:00,,,
Browns,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/cle.png&amp;w=56&amp;h=56,1453.0,,,0.0,0.0,0.0,0.0,2022-01-05 13:21:00,,,
Broncos,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/den.png&amp;w=56&amp;h=56,1428.0,,,0.0,0.0,0.0,0.0,2022-01-05 13:21:00,,,
Washington,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/wsh.png&amp;w=56&amp;h=56,1420.0,,,0.0,0.0,0.0,0.0,2022-01-05 13:21:00,,,
Bears,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/chi.png&amp;w=56&amp;h=56,1420.0,,,0.0,0.0,0.0,0.0,2022-01-05 13:21:00,,,
Giants,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/nyg.png&amp;w=56&amp;h=56,1407.0,,,0.0,0.0,0.0,0.0,2022-01-05 13:21:00,,,
Falcons,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/atl.png&amp;w=56&amp;h=56,1394.0,,,0.0,0.0,0.0,0.0,2022-01-05 13:21:00,,,
Texans,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/hou.png&amp;w=56&amp;h=56,1342.0,,,0.0,0.0,0.0,0.0,2022-01-05 13:21:00,,,
Panthers,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/car.png&amp;w=56&amp;h=56,1336.0,,,0.0,0.0,0.0,0.0,2022-01-05 13:21:00,,,
Lions,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/det.png&amp;w=56&amp;h=56,1324.0,,,0.0,0.0,0.0,0.0,2022-01-05 13:21:00,,,
Jets,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/nyj.png&amp;w=56&amp;h=56,1293.0,,,0.0,0.0,0.0,0.0,2022-01-05 13:21:00,,,
Jaguars,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/jax.png&amp;w=56&amp;h=56,1210.0,,,0.0,0.0,0.0,0.0,2022-01-05 13:21:00,,,
Packers,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/gb.png&amp;w=56&amp;h=56,1680.0,,,1.0,1.0,1.0,0.2751,2022-01-05 15:14:00,,,
Chiefs,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/kc.png&amp;w=56&amp;h=56,1678.0,,,1.0,1.0,0.20022,0.18856,2022-01-05 15:14:00,,,
Buccaneers,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/tb.png&amp;w=56&amp;h=56,1642.0,,,1.0,1.0,0.0,0.09432,2022-01-05 15:14:00,,,
Rams,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/lar.png&amp;w=56&amp;h=56,1617.0,,,1.0,0.77366,0.0,0.0894,2022-01-05 15:14:00,,,
Titans,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/ten.png&amp;w=56&amp;h=56,1573.0,,,1.0,1.0,0.77846,0.08676,2022-01-05 15:14:00,,,
Bills,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/buf.png&amp;w=56&amp;h=56,1632.0,,,1.0,0.9522,0.0,0.0799,2022-01-05 15:14:00,,,
Cowboys,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/dal.png&amp;w=56&amp;h=56,1595.0,,,1.0,1.0,0.0,0.04056,2022-01-05 15:14:00,,,
Bengals,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/cin.png&amp;w=56&amp;h=56,1571.0,,,1.0,1.0,0.01772,0.0351,2022-01-05 15:14:00,,,
Patriots,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/ne.png&amp;w=56&amp;h=56,1594.0,,,1.0,0.0478,0.0036,0.0315,2022-01-05 15:14:00,,,
Colts,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/ind.png&amp;w=56&amp;h=56,1596.0,,,0.88624,0.0,0.0,0.02702,2022-01-05 15:14:00,,,
Cardinals,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/ari.png&amp;w=56&amp;h=56,1559.0,,,1.0,0.22634,0.0,0.02012,2022-01-05 15:14:00,,,
49ers,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/sf.png&amp;w=56&amp;h=56,1561.0,,,0.60446,0.0,0.0,0.0109,2022-01-05 15:14:00,,,
Eagles,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/phi.png&amp;w=56&amp;h=56,1535.0,,,1.0,0.0,0.0,0.00806,2022-01-05 15:14:00,,,
Chargers,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/lac.png&amp;w=56&amp;h=56,1533.0,,,0.51202,0.0,0.0,0.00674,2022-01-05 15:14:00,,,
Saints,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/no.png&amp;w=56&amp;h=56,1517.0,,,0.39554,0.0,0.0,0.00286,2022-01-05 15:14:00,,,
Raiders,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/oak.png&amp;w=56&amp;h=56,1470.0,,,0.5263,0.0,0.0,0.00262,2022-01-05 15:14:00,,,
Steelers,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/pit.png&amp;w=56&amp;h=56,1471.0,,,0.05666,0.0,0.0,0.00032,2022-01-05 15:14:00,,,
Ravens,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/bal.png&amp;w=56&amp;h=56,1524.0,,,0.01878,0.0,0.0,0.00016,2022-01-05 15:14:00,,,
Dolphins,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/mia.png&amp;w=56&amp;h=56,1520.0,,,0.0,0.0,0.0,0.0,2022-01-05 15:14:00,,,
Vikings,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/min.png&amp;w=56&amp;h=56,1494.0,,,0.0,0.0,0.0,0.0,2022-01-05 15:14:00,,,
Seahawks,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/sea.png&amp;w=56&amp;h=56,1492.0,,,0.0,0.0,0.0,0.0,2022-01-05 15:14:00,,,
Browns,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/cle.png&amp;w=56&amp;h=56,1453.0,,,0.0,0.0,0.0,0.0,2022-01-05 15:14:00,,,
Broncos,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/den.png&amp;w=56&amp;h=56,1428.0,,,0.0,0.0,0.0,0.0,2022-01-05 15:14:00,,,
Washington,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/wsh.png&amp;w=56&amp;h=56,1420.0,,,0.0,0.0,0.0,0.0,2022-01-05 15:14:00,,,
Bears,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/chi.png&amp;w=56&amp;h=56,1420.0,,,0.0,0.0,0.0,0.0,2022-01-05 15:14:00,,,
Giants,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/nyg.png&amp;w=56&amp;h=56,1407.0,,,0.0,0.0,0.0,0.0,2022-01-05 15:14:00,,,
Falcons,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/atl.png&amp;w=56&amp;h=56,1394.0,,,0.0,0.0,0.0,0.0,2022-01-05 15:14:00,,,
Texans,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/hou.png&amp;w=56&amp;h=56,1342.0,,,0.0,0.0,0.0,0.0,2022-01-05 15:14:00,,,
Panthers,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/car.png&amp;w=56&amp;h=56,1336.0,,,0.0,0.0,0.0,0.0,2022-01-05 15:14:00,,,
Lions,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/det.png&amp;w=56&amp;h=56,1324.0,,,0.0,0.0,0.0,0.0,2022-01-05 15:14:00,,,
Jets,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/nyj.png&amp;w=56&amp;h=56,1293.0,,,0.0,0.0,0.0,0.0,2022-01-05 15:14:00,,,
Jaguars,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/jax.png&amp;w=56&amp;h=56,1210.0,,,0.0,0.0,0.0,0.0,2022-01-05 15:14:00,,,
Packers,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/gb.png&amp;w=56&amp;h=56,1680.0,,,1.0,1.0,1.0,0.27498,2022-01-06 08:44:00,,,
Chiefs,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/kc.png&amp;w=56&amp;h=56,1678.0,,,1.0,1.0,0.2001,0.18472,2022-01-06 08:44:00,,,
Buccaneers,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/tb.png&amp;w=56&amp;h=56,1642.0,,,1.0,1.0,0.0,0.0942,2022-01-06 08:44:00,,,
Rams,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/lar.png&amp;w=56&amp;h=56,1617.0,,,1.0,0.77606,0.0,0.09148,2022-01-06 08:44:00,,,
Titans,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/ten.png&amp;w=56&amp;h=56,1573.0,,,1.0,1.0,0.77906,0.0883,2022-01-06 08:44:00,,,
Bills,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/buf.png&amp;w=56&amp;h=56,1632.0,,,1.0,0.94996,0.0,0.0803,2022-01-06 08:44:00,,,
Cowboys,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/dal.png&amp;w=56&amp;h=56,1595.0,,,1.0,1.0,0.0,0.0386,2022-01-06 08:44:00,,,
Bengals,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/cin.png&amp;w=56&amp;h=56,1571.0,,,1.0,1.0,0.01766,0.03538,2022-01-06 08:44:00,,,
Patriots,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/ne.png&amp;w=56&amp;h=56,1594.0,,,1.0,0.05004,0.00318,0.03158,2022-01-06 08:44:00,,,
Colts,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/ind.png&amp;w=56&amp;h=56,1596.0,,,0.88504,0.0,0.0,0.02662,2022-01-06 08:44:00,,,
Cardinals,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/ari.png&amp;w=56&amp;h=56,1559.0,,,1.0,0.22394,0.0,0.021,2022-01-06 08:44:00,,,
49ers,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/sf.png&amp;w=56&amp;h=56,1561.0,,,0.60348,0.0,0.0,0.01086,2022-01-06 08:44:00,,,
Eagles,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/phi.png&amp;w=56&amp;h=56,1535.0,,,1.0,0.0,0.0,0.0088,2022-01-06 08:44:00,,,
Chargers,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/lac.png&amp;w=56&amp;h=56,1533.0,,,0.50786,0.0,0.0,0.00704,2022-01-06 08:44:00,,,
Saints,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/no.png&amp;w=56&amp;h=56,1517.0,,,0.39652,0.0,0.0,0.00294,2022-01-06 08:44:00,,,
Raiders,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/oak.png&amp;w=56&amp;h=56,1470.0,,,0.52868,0.0,0.0,0.00266,2022-01-06 08:44:00,,,
Ravens,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/bal.png&amp;w=56&amp;h=56,1524.0,,,0.01846,0.0,0.0,0.00028,2022-01-06 08:44:00,,,
Steelers,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/pit.png&amp;w=56&amp;h=56,1471.0,,,0.05996,0.0,0.0,0.00026,2022-01-06 08:44:00,,,
Dolphins,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/mia.png&amp;w=56&amp;h=56,1520.0,,,0.0,0.0,0.0,0.0,2022-01-06 08:44:00,,,
Vikings,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/min.png&amp;w=56&amp;h=56,1494.0,,,0.0,0.0,0.0,0.0,2022-01-06 08:44:00,,,
Seahawks,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/sea.png&amp;w=56&amp;h=56,1492.0,,,0.0,0.0,0.0,0.0,2022-01-06 08:44:00,,,
Browns,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/cle.png&amp;w=56&amp;h=56,1453.0,,,0.0,0.0,0.0,0.0,2022-01-06 08:44:00,,,
Broncos,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/den.png&amp;w=56&amp;h=56,1428.0,,,0.0,0.0,0.0,0.0,2022-01-06 08:44:00,,,
Washington,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/wsh.png&amp;w=56&amp;h=56,1420.0,,,0.0,0.0,0.0,0.0,2022-01-06 08:44:00,,,
Bears,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/chi.png&amp;w=56&amp;h=56,1420.0,,,0.0,0.0,0.0,0.0,2022-01-06 08:44:00,,,
Giants,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/nyg.png&amp;w=56&amp;h=56,1407.0,,,0.0,0.0,0.0,0.0,2022-01-06 08:44:00,,,
Falcons,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/atl.png&amp;w=56&amp;h=56,1394.0,,,0.0,0.0,0.0,0.0,2022-01-06 08:44:00,,,
Texans,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/hou.png&amp;w=56&amp;h=56,1342.0,,,0.0,0.0,0.0,0.0,2022-01-06 08:44:00,,,
Panthers,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/car.png&amp;w=56&amp;h=56,1336.0,,,0.0,0.0,0.0,0.0,2022-01-06 08:44:00,,,
Lions,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/det.png&amp;w=56&amp;h=56,1324.0,,,0.0,0.0,0.0,0.0,2022-01-06 08:44:00,,,
Jets,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/nyj.png&amp;w=56&amp;h=56,1293.0,,,0.0,0.0,0.0,0.0,2022-01-06 08:44:00,,,
Jaguars,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/jax.png&amp;w=56&amp;h=56,1210.0,,,0.0,0.0,0.0,0.0,2022-01-06 08:44:00,,,
Packers,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/gb.png&amp;w=56&amp;h=56,1680.0,,,1.0,1.0,1.0,0.27634,2022-01-07 08:06:00,,,
Chiefs,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/kc.png&amp;w=56&amp;h=56,1678.0,,,1.0,1.0,0.20228,0.1862,2022-01-07 08:06:00,,,
Buccaneers,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/tb.png&amp;w=56&amp;h=56,1642.0,,,1.0,1.0,0.0,0.09372,2022-01-07 08:06:00,,,
Rams,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/lar.png&amp;w=56&amp;h=56,1617.0,,,1.0,0.77188,0.0,0.08884,2022-01-07 08:06:00,,,
Titans,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/ten.png&amp;w=56&amp;h=56,1573.0,,,1.0,1.0,0.77678,0.08564,2022-01-07 08:06:00,,,
Bills,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/buf.png&amp;w=56&amp;h=56,1632.0,,,1.0,0.95116,0.0,0.08272,2022-01-07 08:06:00,,,
Cowboys,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/dal.png&amp;w=56&amp;h=56,1595.0,,,1.0,1.0,0.0,0.04,2022-01-07 08:06:00,,,
Bengals,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/cin.png&amp;w=56&amp;h=56,1571.0,,,1.0,1.0,0.01758,0.03666,2022-01-07 08:06:00,,,
Patriots,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/ne.png&amp;w=56&amp;h=56,1594.0,,,1.0,0.04884,0.00336,0.03104,2022-01-07 08:06:00,,,
Colts,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/ind.png&amp;w=56&amp;h=56,1596.0,,,0.88254,0.0,0.0,0.02664,2022-01-07 08:06:00,,,
Cardinals,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/ari.png&amp;w=56&amp;h=56,1559.0,,,1.0,0.22812,0.0,0.01934,2022-01-07 08:06:00,,,
49ers,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/sf.png&amp;w=56&amp;h=56,1561.0,,,0.60768,0.0,0.0,0.01076,2022-01-07 08:06:00,,,
Eagles,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/phi.png&amp;w=56&amp;h=56,1535.0,,,1.0,0.0,0.0,0.0083,2022-01-07 08:06:00,,,
Chargers,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/lac.png&amp;w=56&amp;h=56,1533.0,,,0.51324,0.0,0.0,0.00826,2022-01-07 08:06:00,,,
Raiders,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/oak.png&amp;w=56&amp;h=56,1470.0,,,0.52178,0.0,0.0,0.00268,2022-01-07 08:06:00,,,
Saints,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/no.png&amp;w=56&amp;h=56,1517.0,,,0.39232,0.0,0.0,0.0026,2022-01-07 08:06:00,,,
Steelers,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/pit.png&amp;w=56&amp;h=56,1471.0,,,0.0646,0.0,0.0,0.00014,2022-01-07 08:06:00,,,
Ravens,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/bal.png&amp;w=56&amp;h=56,1524.0,,,0.01784,0.0,0.0,0.00012,2022-01-07 08:06:00,,,
Dolphins,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/mia.png&amp;w=56&amp;h=56,1520.0,,,0.0,0.0,0.0,0.0,2022-01-07 08:06:00,,,
Vikings,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/min.png&amp;w=56&amp;h=56,1494.0,,,0.0,0.0,0.0,0.0,2022-01-07 08:06:00,,,
Seahawks,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/sea.png&amp;w=56&amp;h=56,1492.0,,,0.0,0.0,0.0,0.0,2022-01-07 08:06:00,,,
Browns,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/cle.png&amp;w=56&amp;h=56,1453.0,,,0.0,0.0,0.0,0.0,2022-01-07 08:06:00,,,
Broncos,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/den.png&amp;w=56&amp;h=56,1428.0,,,0.0,0.0,0.0,0.0,2022-01-07 08:06:00,,,
Washington,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/wsh.png&amp;w=56&amp;h=56,1420.0,,,0.0,0.0,0.0,0.0,2022-01-07 08:06:00,,,
Bears,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/chi.png&amp;w=56&amp;h=56,1420.0,,,0.0,0.0,0.0,0.0,2022-01-07 08:06:00,,,
Giants,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/nyg.png&amp;w=56&amp;h=56,1407.0,,,0.0,0.0,0.0,0.0,2022-01-07 08:06:00,,,
Falcons,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/atl.png&amp;w=56&amp;h=56,1394.0,,,0.0,0.0,0.0,0.0,2022-01-07 08:06:00,,,
Texans,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/hou.png&amp;w=56&amp;h=56,1342.0,,,0.0,0.0,0.0,0.0,2022-01-07 08:06:00,,,
Panthers,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/car.png&amp;w=56&amp;h=56,1336.0,,,0.0,0.0,0.0,0.0,2022-01-07 08:06:00,,,
Lions,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/det.png&amp;w=56&amp;h=56,1324.0,,,0.0,0.0,0.0,0.0,2022-01-07 08:06:00,,,
Jets,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/nyj.png&amp;w=56&amp;h=56,1293.0,,,0.0,0.0,0.0,0.0,2022-01-07 08:06:00,,,
Jaguars,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/jax.png&amp;w=56&amp;h=56,1210.0,,,0.0,0.0,0.0,0.0,2022-01-07 08:06:00,,,
Packers,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/gb.png&amp;w=56&amp;h=56,1680.0,,,1.0,1.0,1.0,0.27646,2022-01-07 17:18:00,,,
Chiefs,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/kc.png&amp;w=56&amp;h=56,1678.0,,,1.0,1.0,0.19874,0.1886,2022-01-07 17:18:00,,,
Buccaneers,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/tb.png&amp;w=56&amp;h=56,1642.0,,,1.0,1.0,0.0,0.0942,2022-01-07 17:18:00,,,
Rams,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/lar.png&amp;w=56&amp;h=56,1617.0,,,1.0,0.77264,0.0,0.0902,2022-01-07 17:18:00,,,
