team,logo,elo,proj_record,proj_point_diff,make_playoffs,win_division,first_round_bye,win_superbowl,updated,make_div_round,make_conf_champ,make_superbowl
Buccaneers,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/tb.png&amp;w=56&amp;h=56,1613.0,,,0.8993200000000001,0.71126,0.0614799999999999,0.07462,2021-11-21 11:40:00,,,
Chiefs,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/kc.png&amp;w=56&amp;h=56,1621.0,,,0.82026,0.5253800000000001,0.01918,0.0676,2021-11-21 11:40:00,,,
Patriots,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/ne.png&amp;w=56&amp;h=56,1598.0,,,0.83562,0.30888,0.07202,0.05332,2021-11-21 11:40:00,,,
Rams,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/lar.png&amp;w=56&amp;h=56,1567.0,,,0.8556799999999999,0.16662,0.04704,0.04062,2021-11-21 11:40:00,,,
Ravens,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/bal.png&amp;w=56&amp;h=56,1559.0,,,0.68408,0.43714,0.03106,0.03464,2021-11-21 11:40:00,,,
Chargers,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/lac.png&amp;w=56&amp;h=56,1532.0,,,0.62538,0.341,0.02558,0.02744,2021-11-21 11:40:00,,,
Saints,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/no.png&amp;w=56&amp;h=56,1580.0,,,0.4969,0.1416599999999999,0.00624,0.01446,2021-11-21 11:40:00,,,
Colts,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/ind.png&amp;w=56&amp;h=56,1540.0,,,0.44822,0.00454,0.00126,0.01124,2021-11-21 11:40:00,,,
Steelers,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/pit.png&amp;w=56&amp;h=56,1498.0,,,0.38014,0.18272,0.0117,0.01104,2021-11-21 11:40:00,,,
Panthers,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/car.png&amp;w=56&amp;h=56,1529.0,,,0.37806,0.1405,0.00032,0.01054,2021-11-21 11:40:00,,,
Browns,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/cle.png&amp;w=56&amp;h=56,1522.0,,,0.39854,0.2093,0.0007599999999999,0.0103,2021-11-21 11:40:00,,,
Vikings,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/min.png&amp;w=56&amp;h=56,1523.0,,,0.39498,0.0484,0.00162,0.00988,2021-11-21 11:40:00,,,
49ers,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/sf.png&amp;w=56&amp;h=56,1531.0,,,0.39112,0.00954,6e-05,0.00918,2021-11-21 11:40:00,,,
Bengals,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/cin.png&amp;w=56&amp;h=56,1478.0,,,0.37222,0.17084,0.00976,0.00804,2021-11-21 11:40:00,,,
Eagles,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/phi.png&amp;w=56&amp;h=56,1485.0,,,0.25234,0.0534,1e-05,0.00448,2021-11-21 11:40:00,,,
Seahawks,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/sea.png&amp;w=56&amp;h=56,1508.0,,,0.15748,0.0159,1e-05,0.00442,2021-11-21 11:40:00,,,
Raiders,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/oak.png&amp;w=56&amp;h=56,1460.0,,,0.2717,0.06272,0.0033,0.0042,2021-11-21 11:40:00,,,
Washington,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/wsh.png&amp;w=56&amp;h=56,1492.0,,,0.10566,0.03196,2e-05,0.00314,2021-11-21 11:40:00,,,
Broncos,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/den.png&amp;w=56&amp;h=56,1464.0,,,0.20614,0.0709,0.00044,0.00298,2021-11-21 11:40:00,,,
Giants,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/nyg.png&amp;w=56&amp;h=56,1439.0,,,0.05586,0.01084,2e-05,0.00078,2021-11-21 11:40:00,,,
Dolphins,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/mia.png&amp;w=56&amp;h=56,1470.0,,,0.03484,0.00104,1e-05,0.00054,2021-11-21 11:40:00,,,
Bears,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/chi.png&amp;w=56&amp;h=56,1416.0,,,0.04366,0.00224,4e-05,0.00048,2021-11-21 11:40:00,,,
Falcons,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/atl.png&amp;w=56&amp;h=56,1373.0,,,0.0353,0.00658,1e-05,0.00016,2021-11-21 11:40:00,,,
Jaguars,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/jax.png&amp;w=56&amp;h=56,1315.0,,,0.00106,1e-05,1e-05,1e-05,2021-11-21 11:40:00,,,
Jets,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/nyj.png&amp;w=56&amp;h=56,1305.0,,,0.00176,1e-05,1e-05,1e-05,2021-11-21 11:40:00,,,
Texans,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/hou.png&amp;w=56&amp;h=56,1280.0,,,0.00012,1e-05,1e-05,1e-05,2021-11-21 11:40:00,,,
Lions,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/det.png&amp;w=56&amp;h=56,1251.0,,,1e-05,1e-05,1e-05,1e-05,2021-11-21 11:40:00,,,
Cardinals,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/ari.png&amp;w=56&amp;h=56,1623.0,,,0.99808,0.91254,0.4728,0.1465,2021-11-21 19:32:00,,,
Packers,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/gb.png&amp;w=56&amp;h=56,1634.0,,,0.99312,0.90126,0.26902,0.13404,2021-11-21 19:32:00,,,
Chiefs,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/kc.png&amp;w=56&amp;h=56,1630.0,,,0.8707799999999999,0.61854,0.09144,0.09426,2021-11-21 19:32:00,,,
Buccaneers,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/tb.png&amp;w=56&amp;h=56,1613.0,,,0.91586,0.81968,0.0894799999999999,0.08766,2021-11-21 19:32:00,,,
Titans,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/ten.png&amp;w=56&amp;h=56,1571.0,,,0.9772,0.9227,0.3931199999999999,0.0771,2021-11-21 19:32:00,,,
Ravens,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/bal.png&amp;w=56&amp;h=56,1589.0,,,0.8225399999999999,0.56324,0.17726,0.07524,2021-11-21 19:32:00,,,
Patriots,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/ne.png&amp;w=56&amp;h=56,1598.0,,,0.82316,0.4833199999999999,0.15052,0.06916,2021-11-21 19:32:00,,,
Cowboys,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/dal.png&amp;w=56&amp;h=56,1568.0,,,0.8981399999999999,0.7609600000000001,0.1261,0.0549799999999999,2021-11-21 19:32:00,,,
Bills,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/buf.png&amp;w=56&amp;h=56,1580.0,,,0.73928,0.51132,0.04518,0.04746,2021-11-21 19:32:00,,,
Rams,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/lar.png&amp;w=56&amp;h=56,1567.0,,,0.8459200000000001,0.08342,0.03924,0.03954,2021-11-21 19:32:00,,,
Colts,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/ind.png&amp;w=56&amp;h=56,1591.0,,,0.72582,0.0771,0.0141,0.03608,2021-11-21 19:32:00,,,
Chargers,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/lac.png&amp;w=56&amp;h=56,1532.0,,,0.57976,0.29986,0.05268,0.0326399999999999,2021-11-21 19:32:00,,,
Vikings,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/min.png&amp;w=56&amp;h=56,1544.0,,,0.58792,0.0977799999999999,0.0022199999999999,0.01762,2021-11-21 19:32:00,,,
Bengals,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/cin.png&amp;w=56&amp;h=56,1505.0,,,0.49538,0.1955599999999999,0.04476,0.01652,2021-11-21 19:32:00,,,
49ers,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/sf.png&amp;w=56&amp;h=56,1546.0,,,0.4925600000000001,0.0038,0.00022,0.01358,2021-11-21 19:32:00,,,
Steelers,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/pit.png&amp;w=56&amp;h=56,1498.0,,,0.326,0.1146799999999999,0.02558,0.01238,2021-11-21 19:32:00,,,
Browns,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/cle.png&amp;w=56&amp;h=56,1515.0,,,0.31686,0.12652,0.00278,0.00934,2021-11-21 19:32:00,,,
Saints,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/no.png&amp;w=56&amp;h=56,1555.0,,,0.34004,0.09576,0.00072,0.00898,2021-11-21 19:32:00,,,
Eagles,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/phi.png&amp;w=56&amp;h=56,1511.0,,,0.38198,0.12426,0.00016,0.0077,2021-11-21 19:32:00,,,
Washington,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/wsh.png&amp;w=56&amp;h=56,1518.0,,,0.24838,0.10318,4e-05,0.00734,2021-11-21 19:32:00,,,
Panthers,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/car.png&amp;w=56&amp;h=56,1505.0,,,0.15912,0.07526,1e-05,0.00446,2021-11-21 19:32:00,,,
Broncos,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/den.png&amp;w=56&amp;h=56,1464.0,,,0.17652,0.06582,0.00198,0.0031,2021-11-21 19:32:00,,,
Dolphins,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/mia.png&amp;w=56&amp;h=56,1492.0,,,0.05388,0.00536,1e-05,0.0013,2021-11-21 19:32:00,,,
Raiders,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/oak.png&amp;w=56&amp;h=56,1422.0,,,0.09162,0.01578,0.0006,0.00114,2021-11-21 19:32:00,,,
Seahawks,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/sea.png&amp;w=56&amp;h=56,1471.0,,,0.03918,0.0002399999999999,1e-05,0.00078,2021-11-21 19:32:00,,,
Giants,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/nyg.png&amp;w=56&amp;h=56,1439.0,,,0.04912,0.0116,1e-05,0.00078,2021-11-21 19:32:00,,,
Falcons,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/atl.png&amp;w=56&amp;h=56,1373.0,,,0.03848,0.0093,1e-05,0.0002,2021-11-21 19:32:00,,,
Bears,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/chi.png&amp;w=56&amp;h=56,1394.0,,,0.0121,0.0009599999999999,1e-05,0.0001199999999999,2021-11-21 19:32:00,,,
Texans,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/hou.png&amp;w=56&amp;h=56,1336.0,,,0.001,0.0002,1e-05,1e-05,2021-11-21 19:32:00,,,
Jaguars,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/jax.png&amp;w=56&amp;h=56,1296.0,,,0.00014,1e-05,1e-05,1e-05,2021-11-21 19:32:00,,,
Jets,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/nyj.png&amp;w=56&amp;h=56,1283.0,,,6e-05,1e-05,1e-05,1e-05,2021-11-21 19:32:00,,,
Lions,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/det.png&amp;w=56&amp;h=56,1259.0,,,1e-05,1e-05,1e-05,1e-05,2021-11-21 19:32:00,,,
Cardinals,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/ari.png&amp;w=56&amp;h=56,1623.0,,,0.9979,0.90842,0.47062,0.14294,2021-11-21 23:38:00,,,
Packers,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/gb.png&amp;w=56&amp;h=56,1634.0,,,0.9923,0.9018,0.26664,0.13012,2021-11-21 23:38:00,,,
Chiefs,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/kc.png&amp;w=56&amp;h=56,1630.0,,,0.86664,0.53952,0.08786,0.09174,2021-11-21 23:38:00,,,
Buccaneers,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/tb.png&amp;w=56&amp;h=56,1613.0,,,0.91652,0.8223600000000001,0.08914,0.0899399999999999,2021-11-21 23:38:00,,,
Titans,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/ten.png&amp;w=56&amp;h=56,1571.0,,,0.97758,0.92386,0.3829,0.07544,2021-11-21 23:38:00,,,
Ravens,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/bal.png&amp;w=56&amp;h=56,1589.0,,,0.82362,0.5833,0.1786,0.07462,2021-11-21 23:38:00,,,
Patriots,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/ne.png&amp;w=56&amp;h=56,1598.0,,,0.81824,0.48286,0.1531799999999999,0.06956,2021-11-21 23:38:00,,,
Cowboys,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/dal.png&amp;w=56&amp;h=56,1568.0,,,0.8985799999999999,0.7618,0.12688,0.05374,2021-11-21 23:38:00,,,
Chargers,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/lac.png&amp;w=56&amp;h=56,1557.0,,,0.71988,0.39544,0.08476,0.04838,2021-11-21 23:38:00,,,
Bills,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/buf.png&amp;w=56&amp;h=56,1580.0,,,0.738,0.51152,0.04338,0.04748,2021-11-21 23:38:00,,,
Rams,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/lar.png&amp;w=56&amp;h=56,1567.0,,,0.84288,0.087,0.0428,0.03892,2021-11-21 23:38:00,,,
Colts,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/ind.png&amp;w=56&amp;h=56,1591.0,,,0.72478,0.07596,0.01402,0.03624,2021-11-21 23:38:00,,,
Vikings,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/min.png&amp;w=56&amp;h=56,1544.0,,,0.59272,0.0972,0.0027,0.017,2021-11-21 23:38:00,,,
Bengals,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/cin.png&amp;w=56&amp;h=56,1505.0,,,0.4865600000000001,0.20292,0.04216,0.0164,2021-11-21 23:38:00,,,
49ers,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/sf.png&amp;w=56&amp;h=56,1546.0,,,0.4938,0.00428,0.0002,0.01328,2021-11-21 23:38:00,,,
Saints,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/no.png&amp;w=56&amp;h=56,1555.0,,,0.34388,0.09768,0.00092,0.00964,2021-11-21 23:38:00,,,
Browns,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/cle.png&amp;w=56&amp;h=56,1515.0,,,0.31752,0.14192,0.0027,0.00964,2021-11-21 23:38:00,,,
Washington,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/wsh.png&amp;w=56&amp;h=56,1518.0,,,0.2466,0.1022,4e-05,0.0081599999999999,2021-11-21 23:38:00,,,
Eagles,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/phi.png&amp;w=56&amp;h=56,1511.0,,,0.38188,0.12314,4e-05,0.00744,2021-11-21 23:38:00,,,
Steelers,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/pit.png&amp;w=56&amp;h=56,1491.0,,,0.22566,0.07186,0.0078599999999999,0.00706,2021-11-21 23:38:00,,,
Panthers,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/car.png&amp;w=56&amp;h=56,1505.0,,,0.15548,0.07006,2e-05,0.0042,2021-11-21 23:38:00,,,
Broncos,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/den.png&amp;w=56&amp;h=56,1464.0,,,0.16088,0.05346,0.00202,0.0037,2021-11-21 23:38:00,,,
Dolphins,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/mia.png&amp;w=56&amp;h=56,1492.0,,,0.0532,0.00562,1e-05,0.0016,2021-11-21 23:38:00,,,
Raiders,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/oak.png&amp;w=56&amp;h=56,1422.0,,,0.08646,0.01158,0.00056,0.00098,2021-11-21 23:38:00,,,
Giants,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/nyg.png&amp;w=56&amp;h=56,1439.0,,,0.04738,0.01286,1e-05,0.00082,2021-11-21 23:38:00,,,
Seahawks,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/sea.png&amp;w=56&amp;h=56,1471.0,,,0.03932,0.0003,1e-05,0.00066,2021-11-21 23:38:00,,,
Falcons,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/atl.png&amp;w=56&amp;h=56,1373.0,,,0.03916,0.0099,1e-05,0.00018,2021-11-21 23:38:00,,,
Bears,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/chi.png&amp;w=56&amp;h=56,1394.0,,,0.0116,0.001,1e-05,0.00012,2021-11-21 23:38:00,,,
Texans,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/hou.png&amp;w=56&amp;h=56,1336.0,,,0.0008,0.00018,1e-05,1e-05,2021-11-21 23:38:00,,,
Jaguars,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/jax.png&amp;w=56&amp;h=56,1296.0,,,0.00016,1e-05,1e-05,1e-05,2021-11-21 23:38:00,,,
Jets,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/nyj.png&amp;w=56&amp;h=56,1283.0,,,2e-05,1e-05,1e-05,1e-05,2021-11-21 23:38:00,,,
Lions,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/det.png&amp;w=56&amp;h=56,1259.0,,,1e-05,1e-05,1e-05,1e-05,2021-11-21 23:38:00,,,
Cardinals,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/ari.png&amp;w=56&amp;h=56,1623.0,,,0.99794,0.90744,0.45768,0.13768,2021-11-22 23:11:00,,,
Packers,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/gb.png&amp;w=56&amp;h=56,1634.0,,,0.99218,0.90352,0.26094,0.13022,2021-11-22 23:11:00,,,
Buccaneers,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/tb.png&amp;w=56&amp;h=56,1624.0,,,0.94974,0.8643,0.11402,0.09702,2021-11-22 23:11:00,,,
Chiefs,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/kc.png&amp;w=56&amp;h=56,1630.0,,,0.86624,0.5379,0.0876,0.08962,2021-11-22 23:11:00,,,
Titans,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/ten.png&amp;w=56&amp;h=56,1571.0,,,0.97782,0.9263,0.38764,0.07604,2021-11-22 23:11:00,,,
Ravens,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/bal.png&amp;w=56&amp;h=56,1589.0,,,0.8251200000000001,0.584,0.1789,0.0749399999999999,2021-11-22 23:11:00,,,
Patriots,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/ne.png&amp;w=56&amp;h=56,1598.0,,,0.82152,0.48468,0.15164,0.07142,2021-11-22 23:11:00,,,
Cowboys,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/dal.png&amp;w=56&amp;h=56,1568.0,,,0.90106,0.7651600000000001,0.1220599999999999,0.0542799999999999,2021-11-22 23:11:00,,,
Chargers,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/lac.png&amp;w=56&amp;h=56,1557.0,,,0.72014,0.39552,0.08354,0.04878,2021-11-22 23:11:00,,,
Bills,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/buf.png&amp;w=56&amp;h=56,1580.0,,,0.73302,0.5098,0.0416,0.0455,2021-11-22 23:11:00,,,
Rams,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/lar.png&amp;w=56&amp;h=56,1567.0,,,0.84144,0.0881,0.04202,0.04032,2021-11-22 23:11:00,,,
Colts,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/ind.png&amp;w=56&amp;h=56,1591.0,,,0.72004,0.07346,0.01388,0.0364,2021-11-22 23:11:00,,,
Vikings,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/min.png&amp;w=56&amp;h=56,1544.0,,,0.58706,0.09554,0.00216,0.01676,2021-11-22 23:11:00,,,
Bengals,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/cin.png&amp;w=56&amp;h=56,1505.0,,,0.4831,0.20104,0.04282,0.01628,2021-11-22 23:11:00,,,
49ers,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/sf.png&amp;w=56&amp;h=56,1546.0,,,0.48844,0.00428,0.0002399999999999,0.012,2021-11-22 23:11:00,,,
Browns,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/cle.png&amp;w=56&amp;h=56,1515.0,,,0.32208,0.14142,0.00252,0.00934,2021-11-22 23:11:00,,,
Eagles,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/phi.png&amp;w=56&amp;h=56,1511.0,,,0.39714,0.1300599999999999,6e-05,0.0084599999999999,2021-11-22 23:11:00,,,
Saints,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/no.png&amp;w=56&amp;h=56,1555.0,,,0.33602,0.07592,0.00078,0.0078599999999999,2021-11-22 23:11:00,,,
Washington,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/wsh.png&amp;w=56&amp;h=56,1518.0,,,0.25218,0.09988,2e-05,0.0078599999999999,2021-11-22 23:11:00,,,
Steelers,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/pit.png&amp;w=56&amp;h=56,1491.0,,,0.2240599999999999,0.07354,0.00774,0.0073,2021-11-22 23:11:00,,,
Panthers,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/car.png&amp;w=56&amp;h=56,1505.0,,,0.14744,0.0534799999999999,2e-05,0.0044,2021-11-22 23:11:00,,,
Broncos,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/den.png&amp;w=56&amp;h=56,1464.0,,,0.165,0.0544399999999999,0.00156,0.00364,2021-11-22 23:11:00,,,
Dolphins,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/mia.png&amp;w=56&amp;h=56,1492.0,,,0.05366,0.00552,1e-05,0.00146,2021-11-22 23:11:00,,,
Raiders,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/oak.png&amp;w=56&amp;h=56,1422.0,,,0.08688,0.01214,0.00056,0.0009599999999999,2021-11-22 23:11:00,,,
Seahawks,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/sea.png&amp;w=56&amp;h=56,1471.0,,,0.03934,0.00018,1e-05,0.0006,2021-11-22 23:11:00,,,
Giants,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/nyg.png&amp;w=56&amp;h=56,1420.0,,,0.02038,0.0049,1e-05,0.0004,2021-11-22 23:11:00,,,
Falcons,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/atl.png&amp;w=56&amp;h=56,1373.0,,,0.03728,0.0063,1e-05,0.00026,2021-11-22 23:11:00,,,
Bears,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/chi.png&amp;w=56&amp;h=56,1394.0,,,0.01236,0.00094,1e-05,0.00018,2021-11-22 23:11:00,,,
Texans,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/hou.png&amp;w=56&amp;h=56,1336.0,,,0.0011,0.00022,1e-05,2e-05,2021-11-22 23:11:00,,,
Jaguars,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/jax.png&amp;w=56&amp;h=56,1296.0,,,0.0002,2e-05,1e-05,1e-05,2021-11-22 23:11:00,,,
Jets,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/nyj.png&amp;w=56&amp;h=56,1283.0,,,2e-05,1e-05,1e-05,1e-05,2021-11-22 23:11:00,,,
Lions,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/det.png&amp;w=56&amp;h=56,1259.0,,,1e-05,1e-05,1e-05,1e-05,2021-11-22 23:11:00,,,
Cardinals,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/ari.png&amp;w=56&amp;h=56,1623.0,,,0.99832,0.90694,0.45722,0.1388599999999999,2021-11-23 19:10:00,,,
Packers,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/gb.png&amp;w=56&amp;h=56,1634.0,,,0.99236,0.90306,0.26202,0.12484,2021-11-23 19:10:00,,,
Buccaneers,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/tb.png&amp;w=56&amp;h=56,1624.0,,,0.94916,0.86346,0.11538,0.09852,2021-11-23 19:10:00,,,
Chiefs,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/kc.png&amp;w=56&amp;h=56,1630.0,,,0.86444,0.53996,0.08872,0.09172,2021-11-23 19:10:00,,,
Titans,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/ten.png&amp;w=56&amp;h=56,1571.0,,,0.9781,0.92642,0.38328,0.07632,2021-11-23 19:10:00,,,
Ravens,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/bal.png&amp;w=56&amp;h=56,1589.0,,,0.8249200000000001,0.58172,0.18076,0.07352,2021-11-23 19:10:00,,,
Patriots,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/ne.png&amp;w=56&amp;h=56,1598.0,,,0.82006,0.48498,0.15172,0.07016,2021-11-23 19:10:00,,,
