team,elo,record,full_elo,proj_record,proj_point_diff,make_playoffs,make_finals,win_finals,updated
Grizzlies,1552,1-0,1560,44-38,1.021989024390244,0.59842,0.0180658633754911,0.0052418065863375,2021-10-21 00:40:00
Raptors,1496,0-1,1533,40-42,-0.4437936585365853,0.4477399999999999,0.0120439387117582,0.0037012043938711,2021-10-21 00:40:00
Timberwolves,1528,1-0,1528,41-41,-0.0856692682926829,0.4250600000000001,0.0079629304605961,0.001860796293046,2021-10-21 00:40:00
Warriors,1535,1-0,1488,37-45,-1.692158780487805,0.2245199999999999,0.0055417801252807,0.0014205541780125,2021-10-21 00:40:00
Wizards,1503,1-0,1502,39-43,-0.8682046341463414,0.37922,0.0044417942637486,0.0011604441794263,2021-10-21 00:40:00
Bulls,1513,1-0,1504,39-43,-0.9360697560975608,0.37786,0.0039815942263858,0.0010203981594226,2021-10-21 00:40:00
Spurs,1489,1-0,1486,37-45,-1.495918780487805,0.21744,0.0020409178814013,0.0004602040917881,2021-10-21 00:40:00
Kings,1456,1-0,1456,33-49,-2.959992682926829,0.10822,0.001020427647764,0.0003401020427647,2021-10-21 00:40:00
Hornets,1468,1-0,1468,35-47,-2.588633658536585,0.1871799999999999,0.0013607137234045,0.0003201360713723,2021-10-21 00:40:00
Cavaliers,1371,0-1,1371,25-57,-6.3177526829268285,0.0114,1e-17,1e-21,2021-10-21 00:40:00
Pistons,1367,0-1,1358,24-58,-6.682803658536586,0.00664,1e-17,1e-21,2021-10-21 00:40:00
Magic,1316,0-1,1363,23-59,-7.107430243902439,0.00556,1e-17,1e-21,2021-10-21 00:40:00
Rockets,1312,0-1,1313,19-63,-8.69102024390244,0.00056,1e-17,1e-21,2021-10-21 00:40:00
Thunder,1296,0-1,1296,19-63,-9.104394146341464,0.00028,1e-17,1e-21,2021-10-21 00:40:00
Bucks,1546,1-0,1689,57-25,6.334367073170731,0.9894,0.3821785219067716,0.2353982178521907,2021-10-21 17:22:00
Clippers,1565,,1664,48-34,2.5785156097560966,0.8156399999999999,0.2429573993119181,0.1372442957399312,2021-10-21 17:22:00
76ers,1659,1-0,1670,54-28,5.224863414634147,0.97146,0.1941192125370429,0.1030994119212537,2021-10-21 17:22:00
Jazz,1641,1-0,1646,54-28,5.196498048780488,0.95932,0.1817951319395877,0.0875181795131939,2021-10-21 17:22:00
Nuggets,1602,1-0,1637,51-31,4.013534878048781,0.91386,0.1627514193166513,0.0771762751419316,2021-10-21 17:22:00
Suns,1642,0-1,1634,52-30,4.262221707317074,0.92116,0.1495498053057376,0.0706349549805305,2021-10-21 17:22:00
Nets,1609,0-1,1663,49-33,2.8564134146341464,0.8700399999999999,0.117424148560039,0.062471742414856,2021-10-21 17:22:00
Celtics,1604,0-1,1604,48-34,2.66155,0.8455600000000001,0.1058830622736133,0.0512705883062273,2021-10-21 17:22:00
Hawks,1629,,1616,51-31,3.7568075609756097,0.91808,0.0972834607745584,0.0437297283460774,2021-10-21 17:22:00
Mavericks,1608,,1608,49-33,3.1946395121951223,0.8504,0.0778382737545164,0.0319277838273754,2021-10-21 17:22:00
Trail Blazers,1606,0-1,1601,47-35,2.514938536585366,0.7751399999999999,0.0587743169976962,0.0226258774316997,2021-10-21 17:22:00
Pelicans,1524,0-1,1594,46-36,1.8321012195121955,0.7230800000000001,0.0538130526081242,0.0194653813052608,2021-10-21 17:22:00
Heat,1546,,1565,44-38,1.3352919512195118,0.70338,0.0439113804641107,0.0166043911380464,2021-10-21 17:22:00
Lakers,1519,0-1,1540,41-41,0.1620814634146341,0.45254,0.0377887054921545,0.0143637788705492,2021-10-21 17:22:00
Pacers,1551,0-1,1551,43-39,1.027148780487805,0.63786,0.0191263455142874,0.0058819126345514,2021-10-21 17:22:00
Grizzlies,1552,1-0,1560,44-38,1.0660878048780489,0.5971,0.0183859854062911,0.0055018385985406,2021-10-21 17:22:00
Knicks,1551,1-0,1556,44-38,0.8601141463414633,0.6587,0.0187461116103348,0.005301874611161,2021-10-21 17:22:00
Raptors,1490,0-1,1526,39-43,-0.6573568292682928,0.42006,0.0113635846013582,0.0035411363584601,2021-10-21 17:22:00
Timberwolves,1527,1-0,1527,41-41,-0.104610243902439,0.41862,0.0069026024081961,0.0017606902602408,2021-10-21 17:22:00
Warriors,1535,1-0,1489,37-45,-1.6002417073170732,0.2362,0.0060418801532807,0.0013806041880153,2021-10-21 17:22:00
Wizards,1503,1-0,1502,39-43,-0.7944614634146342,0.39402,0.0044418363011486,0.0011404441836301,2021-10-21 17:22:00
Bulls,1513,1-0,1504,39-43,-0.9087073170731708,0.38492,0.0039616842391858,0.0010803961684239,2021-10-21 17:22:00
Spurs,1489,1-0,1486,37-45,-1.4528234146341463,0.22246,0.0025409858960013,0.0005602540985896,2021-10-21 17:22:00
Kings,1456,1-0,1456,34-48,-2.9110780487804884,0.11362,0.001060501661564,0.0002801060501661,2021-10-21 17:22:00
Hornets,1466,1-0,1466,35-47,-2.6010268292682928,0.18234,0.0017606857256045,0.0002401760685725,2021-10-21 17:22:00
Cavaliers,1369,0-1,1369,25-57,-6.345387317073171,0.01098,1e-17,1.0000000000000001e-21,2021-10-21 17:22:00
Pistons,1368,0-1,1358,24-58,-6.646268292682928,0.00694,1e-17,1.0000000000000001e-21,2021-10-21 17:22:00
Magic,1297,0-1,1362,23-59,-7.096580243902439,0.00626,1e-17,1.0000000000000001e-21,2021-10-21 17:22:00
Rockets,1312,0-1,1313,19-63,-8.657917804878048,0.00058,1e-17,1.0000000000000001e-21,2021-10-21 17:22:00
Thunder,1297,0-1,1297,19-63,-9.100715609756096,0.00028,1e-17,1.0000000000000001e-21,2021-10-21 17:22:00
Bucks,1605,1-1,1676,55-27,5.378633658536584,0.98248,0.3272121713979695,0.1940127212171398,2021-10-22 00:46:00
Clippers,1591,0-1,1664,47-35,2.567302682926829,0.8028,0.2363965132113618,0.1372036396513211,2021-10-22 00:46:00
76ers,1659,1-0,1670,54-28,5.231174634146342,0.9704,0.2032596045204429,0.106740325960452,2021-10-22 00:46:00
Jazz,1641,1-0,1646,54-28,5.1887548780487815,0.96016,0.1834753559615877,0.0902583475355961,2021-10-22 00:46:00
Nuggets,1602,1-0,1637,51-31,4.029760487804878,0.91504,0.1673317133408513,0.082536733171334,2021-10-22 00:46:00
Suns,1642,0-1,1634,52-30,4.275910243902439,0.9244,0.1542304113969376,0.0755354230411397,2021-10-22 00:46:00
Nets,1609,0-1,1663,49-33,2.8708514634146343,0.8689600000000001,0.126344594531839,0.0677526344594531,2021-10-22 00:46:00
Celtics,1604,0-1,1604,48-34,2.6754390243902444,0.8397600000000001,0.1114631681894133,0.0541311463168189,2021-10-22 00:46:00
Hawks,1626,1-0,1622,52-30,4.23927243902439,0.93334,0.1163265511528064,0.0533716326551152,2021-10-22 00:46:00
Mavericks,1602,0-1,1602,48-34,2.6927658536585373,0.82226,0.0692365534110684,0.0266869236553411,2021-10-22 00:46:00
Heat,1558,1-0,1575,46-36,2.1831629268292683,0.7602800000000001,0.0578739209593128,0.0240657873920959,2021-10-22 00:46:00
Trail Blazers,1606,0-1,1601,47-35,2.5289060975609754,0.7776,0.0592149391094962,0.0229259214939109,2021-10-22 00:46:00
Pelicans,1524,0-1,1594,46-36,1.8481246341463409,0.72332,0.0546334366669242,0.0204854633436666,2021-10-22 00:46:00
Lakers,1519,0-1,1540,41-41,0.1836843902439024,0.45666,0.0384487735047545,0.0159638448773504,2021-10-22 00:46:00
Pacers,1551,0-1,1551,43-39,1.0174051219512197,0.62738,0.0202462414620874,0.0070020246241462,2021-10-22 00:46:00
Grizzlies,1552,1-0,1560,44-38,1.0494117073170732,0.60106,0.0196660214286911,0.0059619666021428,2021-10-22 00:46:00
Knicks,1551,1-0,1556,44-38,0.8662973170731707,0.65368,0.0180861615371348,0.0059218086161537,2021-10-22 00:46:00
Raptors,1490,0-1,1526,39-43,-0.6709304878048781,0.40808,0.0098234405357582,0.0030609823440535,2021-10-22 00:46:00
Timberwolves,1527,1-0,1527,41-41,-0.1176158536585366,0.4192399999999999,0.0076427504315961,0.0020007642750431,2021-10-22 00:46:00
Warriors,1536,2-0,1490,37-45,-1.5751556097560977,0.255,0.006182036200437,0.00150061820362,2021-10-22 00:46:00
Wizards,1503,1-0,1502,39-43,-0.8333465853658536,0.3767,0.0046017822661486,0.0012804601782266,2021-10-22 00:46:00
Bulls,1513,1-0,1504,39-43,-0.9041543902439024,0.37692,0.0035617622465858,0.0006203561762246,2021-10-22 00:46:00
Spurs,1489,1-0,1486,37-45,-1.4352090243902442,0.2273,0.0025610699170013,0.0005802561069917,2021-10-22 00:46:00
Hornets,1466,1-0,1466,34-48,-2.6386,0.17892,0.0013606297186045,0.0003601360629718,2021-10-22 00:46:00
Kings,1456,1-0,1456,34-48,-2.9078882926829266,0.11424,0.001180481659564,0.0002401180481659,2021-10-22 00:46:00
Cavaliers,1369,0-1,1369,25-57,-6.33089756097561,0.01042,2.000730935365698e-05,1e-21,2021-10-22 00:46:00
Pistons,1368,0-1,1358,24-58,-6.6099687804878045,0.00672,1e-17,1e-21,2021-10-22 00:46:00
Magic,1297,0-1,1362,23-59,-7.0975531707317066,0.00596,2.001527898938512e-05,1e-21,2021-10-22 00:46:00
Rockets,1312,0-1,1313,20-62,-8.647294634146341,0.00064,1e-17,1e-21,2021-10-22 00:46:00
Thunder,1297,0-1,1297,19-63,-9.058243170731709,0.00028,1e-17,1e-21,2021-10-22 00:46:00
Bucks,1607,1-1,1676,55-27,5.389205609756098,0.98232,0.3262321794157695,0.1920726232179416,2021-10-22 17:14:00
Clippers,1592,0-1,1663,47-35,2.6068375609756096,0.80892,0.2366367172451617,0.1375836636717245,2021-10-22 17:14:00
76ers,1608,1-0,1670,54-28,5.223838536585366,0.97126,0.2083200145482429,0.1107008320014548,2021-10-22 17:14:00
Jazz,1641,1-0,1646,54-28,5.2109714634146345,0.96014,0.1857158380019877,0.0914385715838002,2021-10-22 17:14:00
Nuggets,1602,1-0,1637,51-31,4.04585243902439,0.9178,0.1672521893994513,0.0832167252189399,2021-10-22 17:14:00
Suns,1642,0-1,1634,52-30,4.266756341463414,0.92224,0.1514503553869376,0.0720351450355386,2021-10-22 17:14:00
Nets,1609,0-1,1663,49-33,2.8962843902439017,0.8717,0.128304968567239,0.0685928304968567,2021-10-22 17:14:00
Celtics,1595,0-1,1604,48-34,2.6574048780487804,0.8367,0.1124834342012133,0.0543512483434201,2021-10-22 17:14:00
Hawks,1623,1-0,1619,51-31,4.114677317073171,0.92806,0.1077250089728064,0.0495107725008972,2021-10-22 17:14:00
Mavericks,1600,0-1,1600,48-34,2.6117382926829267,0.81496,0.0654156572862684,0.0260065415657286,2021-10-22 17:14:00
Pelicans,1511,0-1,1594,46-36,1.8339775609756097,0.72324,0.0569134206487242,0.0233856913420648,2021-10-22 17:14:00
Trail Blazers,1606,0-1,1601,47-35,2.5348424390243904,0.7802600000000001,0.0595543510732962,0.0232459554351073,2021-10-22 17:14:00
Heat,1558,1-0,1574,46-36,2.1759278048780493,0.7558600000000001,0.0558539889507128,0.022985585398895,2021-10-22 17:14:00
Lakers,1493,0-1,1540,41-41,0.0699092682926829,0.44176,0.0387687974607545,0.015143876879746,2021-10-22 17:14:00
Pacers,1537,0-1,1551,43-39,1.0368002439024389,0.62974,0.0198263034648874,0.0066019826303464,2021-10-22 17:14:00
Grizzlies,1552,1-0,1560,44-38,1.0808836585365853,0.60678,0.0210263474694911,0.0063421026347469,2021-10-22 17:14:00
Knicks,1530,1-0,1556,44-38,0.8804051219512194,0.65704,0.0194862515811348,0.0061619486251581,2021-10-22 17:14:00
Raptors,1490,0-1,1526,39-43,-0.6520648780487805,0.40916,0.0116836085707582,0.003861168360857,2021-10-22 17:14:00
Timberwolves,1527,1-0,1527,41-41,-0.0996724390243902,0.4212,0.0077627824481961,0.0019207762782448,2021-10-22 17:14:00
Warriors,1536,2-0,1491,38-44,-1.5285968292682923,0.25902,0.005882078227037,0.0017205882078227,2021-10-22 17:14:00
Wizards,1511,1-0,1502,39-43,-0.7989760975609757,0.38038,0.0044218422845486,0.0012204421842284,2021-10-22 17:14:00
Bulls,1513,1-0,1504,39-43,-0.9046182926829268,0.37846,0.0042817702331858,0.0009604281770233,2021-10-22 17:14:00
Spurs,1489,1-0,1486,37-45,-1.422370487804878,0.22516,0.0027210579186013,0.0005402721057918,2021-10-22 17:14:00
Hornets,1457,1-0,1466,34-48,-2.6235658536585365,0.17638,0.0015806757274045,0.0003601580675727,2021-10-22 17:14:00
Kings,1457,1-0,1456,34-48,-2.9086968292682926,0.11762,0.001100467674364,0.0002401100467674,2021-10-22 17:14:00
Cavaliers,1368,0-1,1369,25-57,-6.318090731707318,0.00986,1e-17,1.0000000000000001e-21,2021-10-22 17:14:00
Pistons,1368,0-1,1358,24-58,-6.604872439024391,0.0072,1e-17,1.0000000000000001e-21,2021-10-22 17:14:00
Magic,1297,0-1,1362,23-59,-7.072937317073171,0.00588,1e-17,1.0000000000000001e-21,2021-10-22 17:14:00
Rockets,1312,0-1,1313,19-63,-8.64377512195122,0.00058,1e-17,1.0000000000000001e-21,2021-10-22 17:14:00
Thunder,1297,0-1,1297,19-63,-9.058075609756097,0.00032,1e-17,1.0000000000000001e-21,2021-10-22 17:14:00
Bucks,1607,1-1,1676,55-27,5.392819756097561,0.98088,0.3381132934347695,0.1989938113293434,2021-10-23 00:45:00
Clippers,1592,0-1,1663,47-35,2.5832495121951218,0.80696,0.2329362192131617,0.1367832936219213,2021-10-23 00:45:00
Jazz,1644,2-0,1649,55-27,5.350488048780488,0.9684,0.1886763980935847,0.0954988676398093,2021-10-23 00:45:00
76ers,1655,1-1,1665,53-29,4.9375760975609735,0.95906,0.1882575762075281,0.0951388257576207,2021-10-23 00:45:00
Nuggets,1603,2-0,1637,52-30,4.002621219512196,0.9249,0.1680320634048618,0.0847168032063404,2021-10-23 00:45:00
Suns,1647,1-1,1639,53-29,4.584150243902438,0.94646,0.1681928036967116,0.0831168192803696,2021-10-23 00:45:00
Nets,1612,1-1,1666,50-32,3.1414236585365853,0.8897,0.1466675669703537,0.078054666756697,2021-10-23 00:45:00
Hawks,1623,1-0,1619,51-31,4.106355365853658,0.91988,0.1126256190044064,0.0507112625619004,2021-10-23 00:45:00
Celtics,1591,0-2,1591,46-36,1.676058780487805,0.75078,0.0872988414110005,0.0399487298841411,2021-10-23 00:45:00
Mavericks,1600,0-1,1600,48-34,2.6240224390243903,0.81882,0.0645159633326684,0.0258264515963332,2021-10-23 00:45:00
Trail Blazers,1606,0-1,1601,47-35,2.514015853658537,0.77904,0.0583742970420962,0.0233458374297042,2021-10-23 00:45:00
Heat,1558,1-0,1574,46-36,2.129919024390244,0.73936,0.0567740569131128,0.0233456774056913,2021-10-23 00:45:00
Pelicans,1515,0-2,1592,45-37,1.614109512195122,0.70732,0.050492432479902,0.0198250492432479,2021-10-23 00:45:00
Lakers,1496,0-2,1539,40-42,-0.0942675609756097,0.41578,0.0336877492959805,0.0134633687749295,2021-10-23 00:45:00
Knicks,1556,2-0,1560,44-38,1.2652836585365854,0.675,0.0234871777778966,0.0074223487177777,2021-10-23 00:45:00
Pacers,1551,0-2,1551,43-39,1.060401463414634,0.59792,0.0207463854389994,0.0067220746385439,2021-10-23 00:45:00
Grizzlies,1552,1-0,1560,44-38,1.0676934146341464,0.6123,0.0188659694634911,0.0059018865969463,2021-10-23 00:45:00
Raptors,1507,1-1,1537,41-41,0.2158785365853658,0.49322,0.014464784964771,0.0045214464784964,2021-10-23 00:45:00
Timberwolves,1527,1-0,1527,41-41,-0.1128795121951219,0.42704,0.0073227384495961,0.0020407322738449,2021-10-23 00:45:00
Wizards,1503,2-0,1502,39-43,-0.8001243902439025,0.38758,0.0048819103026366,0.0014204881910302,2021-10-23 00:45:00
Warriors,1536,2-0,1491,38-44,-1.51649243902439,0.2666,0.005842040240037,0.001280584204024,2021-10-23 00:45:00
Bulls,1515,2-0,1506,39-43,-0.6539239024390244,0.3928,0.004841956319608,0.0011404841956319,2021-10-23 00:45:00
Spurs,1489,1-1,1486,37-45,-1.395610975609756,0.22236,0.0022409538941908,0.0004402240953894,2021-10-23 00:45:00
Hornets,1469,2-0,1469,35-47,-2.3239758536585366,0.19668,0.0020408698029718,0.0003802040869802,2021-10-23 00:45:00
Kings,1455,1-1,1455,33-49,-3.022209024390244,0.1031599999999999,0.001020429625967,0.0001601020429625,2021-10-23 00:45:00
Cavaliers,1366,0-2,1366,24-58,-6.565726829268294,0.00634,1e-17,1e-21,2021-10-23 00:45:00
Pistons,1368,0-1,1358,24-58,-6.594060731707318,0.00594,1e-17,1e-21,2021-10-23 00:45:00
Magic,1309,0-2,1359,23-59,-7.423713902439027,0.00486,1e-17,1e-21,2021-10-23 00:45:00
Rockets,1318,1-1,1318,20-62,-8.113484634146342,0.0006799999999999,1e-17,1e-21,2021-10-23 00:45:00
Thunder,1290,0-2,1290,18-64,-9.649596829268294,0.00018,1e-17,1e-21,2021-10-23 00:45:00
Bucks,1594,1-1,1676,55-27,5.408812926829269,0.98074,0.3379531914575695,0.2014937953191457,2021-10-23 15:40:00
Clippers,1593,0-1,1663,47-35,2.6071553658536586,0.8115399999999999,0.2335561872213618,0.1346833556187221,2021-10-23 15:40:00
76ers,1653,1-1,1666,53-29,4.936443170731708,0.95858,0.188617494250528,0.097458861749425,2021-10-23 15:40:00
Jazz,1643,2-0,1648,55-27,5.366849024390244,0.96962,0.1888767541169848,0.0944588876754117,2021-10-23 15:40:00
Suns,1647,1-1,1639,53-29,4.584536341463415,0.94646,0.1683926876735116,0.0830368392687673,2021-10-23 15:40:00
Nuggets,1603,2-0,1636,52-30,4.018710243902439,0.92562,0.1655520394508618,0.082636555203945,2021-10-23 15:40:00
Nets,1612,1-1,1664,50-32,3.1791785365853658,0.89586,0.1454679910295537,0.0792145467991029,2021-10-23 15:40:00
Hawks,1625,1-0,1619,52-30,4.174380975609756,0.925,0.1172465790894064,0.0526917246579089,2021-10-23 15:40:00
Celtics,1585,0-2,1585,45-37,1.474071463414634,0.72654,0.0802172831018004,0.0342480217283101,2021-10-23 15:40:00
Mavericks,1600,0-1,1600,48-34,2.6329012195121946,0.81698,0.0644757033440684,0.0256264475703344,2021-10-23 15:40:00
