team,elo,record,full_elo,proj_record,proj_point_diff,make_playoffs,make_finals,win_finals,updated
Nuggets,1596,2-2,1636,50-32,3.4981185365853653,0.91028,0.2341787897950829,0.1315834178789795,2021-10-28 07:18:00
Jazz,1645,3-0,1649,55-27,5.500703658536586,0.97776,0.2087192023563798,0.1103008719202356,2021-10-28 07:18:00
Clippers,1583,1-3,1649,45-37,2.190426097560976,0.75508,0.1710886603681034,0.0923171088660368,2021-10-28 07:18:00
76ers,1628,2-2,1650,52-30,4.258670975609756,0.93504,0.1605931057557199,0.0790960593105755,2021-10-28 07:18:00
Nets,1600,2-3,1653,48-34,2.2786746341463413,0.8299799999999999,0.1268445223626198,0.0683126844522362,2021-10-28 07:18:00
Suns,1609,1-3,1615,49-33,3.202379024390244,0.8856,0.1163646506321045,0.0553916364650632,2021-10-28 07:18:00
Hawks,1616,3-1,1613,51-31,3.806040975609757,0.91176,0.1117656489454021,0.0497911765648945,2021-10-28 07:18:00
Mavericks,1604,2-1,1604,49-33,2.864146829268293,0.8720600000000001,0.0849401240289946,0.0365684940124029,2021-10-28 07:18:00
Celtics,1581,2-3,1581,45-37,1.3213626829268297,0.7149,0.073976533059129,0.0313473976533059,2021-10-28 07:18:00
Heat,1557,3-1,1572,46-36,2.2633665853658536,0.75642,0.0713567313268919,0.0298671356731326,2021-10-28 07:18:00
Trail Blazers,1606,2-2,1603,48-34,2.838077804878049,0.83278,0.0684366775350165,0.0277868436677535,2021-10-28 07:18:00
Pelicans,1502,1-4,1563,43-39,0.7514075609756098,0.59306,0.0405499178974034,0.0156240549917897,2021-10-28 07:18:00
Lakers,1432,2-3,1526,40-42,-0.5510370731707317,0.39866,0.0289068531192536,0.0117828906853119,2021-10-28 07:18:00
Pacers,1554,1-4,1551,42-40,0.8504570731707317,0.56984,0.0267276615520021,0.0090026727661552,2021-10-28 07:18:00
Knicks,1562,3-1,1562,44-38,1.3147580487804875,0.67288,0.0258881779776815,0.0089225888177977,2021-10-28 07:18:00
Grizzlies,1547,2-2,1563,44-38,1.20628,0.66784,0.0256478038593325,0.0081225647803859,2021-10-28 07:18:00
Warriors,1543,4-0,1503,40-42,-0.8248814634146342,0.3972199999999999,0.0110834806847962,0.0033811083480684,2021-10-28 07:18:00
Bulls,1525,4-0,1514,41-41,-0.1829021951219512,0.48038,0.0088634047540323,0.0025808863404754,2021-10-28 07:18:00
Raptors,1508,2-3,1524,39-43,-0.1796553658536585,0.38898,0.0097433725296918,0.0025009743372529,2021-10-28 07:18:00
Timberwolves,1516,3-1,1516,40-42,-0.4504021951219512,0.4121399999999999,0.0072626744342983,0.0022007262674434,2021-10-28 07:18:00
Wizards,1506,3-1,1506,40-42,-0.5879909756097561,0.42362,0.0065625005094157,0.0015806562500509,2021-10-28 07:18:00
Hornets,1474,4-1,1486,38-44,-1.4270075609756097,0.2912599999999999,0.0042817701173259,0.0009804281770117,2021-10-28 07:18:00
Spurs,1478,1-3,1471,34-48,-2.0242334146341463,0.152,0.0015806557417016,0.0003601580655741,2021-10-28 07:18:00
Kings,1463,2-2,1463,34-48,-2.68621512195122,0.14276,0.0014405697145628,0.0003601440569714,2021-10-28 07:18:00
Cavaliers,1396,3-2,1396,29-53,-4.654357560975611,0.03292,2.00474050898454e-05,1e-21,2021-10-28 07:18:00
Pistons,1364,0-3,1361,24-58,-6.62226512195122,0.0053,1e-17,1e-21,2021-10-28 07:18:00
Magic,1318,1-4,1362,23-59,-7.196976585365852,0.004,1e-17,1e-21,2021-10-28 07:18:00
Rockets,1351,1-3,1342,22-60,-7.1724236585365855,0.00226,1e-17,1e-21,2021-10-28 07:18:00
Thunder,1308,1-4,1308,19-63,-8.874906341463412,0.0005,1e-17,1e-21,2021-10-28 07:18:00
Bucks,1607,3-2,1673,55-27,5.274513170731708,0.98142,0.3786968776222814,0.2273378696877622,2021-10-29 07:19:00
Nuggets,1596,2-2,1636,50-32,3.4918736585365853,0.9088,0.2330585517868829,0.1286833058551787,2021-10-29 07:19:00
Jazz,1645,4-0,1649,56-26,5.791027317073171,0.97988,0.2101591703828552,0.1097010159170382,2021-10-29 07:19:00
Clippers,1581,1-3,1647,45-37,2.116710487804878,0.7481399999999999,0.1654081322821035,0.0897965408132282,2021-10-29 07:19:00
76ers,1624,3-2,1651,52-30,4.154233170731708,0.93448,0.1633535197402703,0.079456335351974,2021-10-29 07:19:00
Nets,1600,2-3,1653,47-35,2.2499043902439024,0.81934,0.1260251023670199,0.0666526025102367,2021-10-29 07:19:00
Suns,1610,1-3,1616,49-33,3.2374280487804885,0.8869600000000001,0.1171848846491045,0.0544517184884649,2021-10-29 07:19:00
Hawks,1608,3-2,1605,49-33,3.3892714634146337,0.8807,0.0983429265311246,0.0436698342926531,2021-10-29 07:19:00
Mavericks,1588,3-1,1602,49-33,2.7196214634146343,0.8714799999999999,0.0847199059884347,0.0369884719905988,2021-10-29 07:19:00
Celtics,1580,2-3,1580,45-37,1.276616829268293,0.69726,0.075676921036129,0.0323275676921036,2021-10-29 07:19:00
Heat,1557,3-1,1572,46-36,2.2663082926829268,0.75152,0.0718167313380919,0.0302271816731338,2021-10-29 07:19:00
Trail Blazers,1606,2-2,1603,48-34,2.869737804878049,0.83634,0.0698367015660165,0.0294069836701566,2021-10-29 07:19:00
Pelicans,1503,1-4,1564,43-39,0.7775060975609756,0.595,0.0418504059274034,0.0171441850405927,2021-10-29 07:19:00
Lakers,1432,2-3,1525,39-43,-0.5854309756097561,0.39174,0.0285067530904536,0.011622850675309,2021-10-29 07:19:00
Grizzlies,1553,3-2,1566,45-37,1.4016526829268292,0.70868,0.0285684000273274,0.0099428568400027,2021-10-29 07:19:00
Knicks,1569,4-1,1570,46-36,1.6261543902439024,0.73492,0.0292690642826933,0.0094829269064282,2021-10-29 07:19:00
Pacers,1536,1-4,1551,42-40,0.8386248780487805,0.5642,0.0267276555636021,0.0091426727655563,2021-10-29 07:19:00
Warriors,1543,4-1,1506,39-43,-0.7999695121951219,0.37652,0.0106632466286013,0.0035410663246628,2021-10-29 07:19:00
Raptors,1506,2-3,1522,39-43,-0.2417648780487805,0.3742,0.0094430964944918,0.0024409443096494,2021-10-29 07:19:00
Bulls,1527,4-1,1516,41-41,-0.1316751219512195,0.45772,0.0083631286970205,0.0023208363128697,2021-10-29 07:19:00
Timberwolves,1516,3-1,1516,40-42,-0.457500731707317,0.4086,0.0078426944220983,0.0020807842694422,2021-10-29 07:19:00
Wizards,1503,4-1,1511,41-41,-0.2438070731707317,0.47618,0.0075630246806932,0.002000756302468,2021-10-29 07:19:00
Hornets,1474,4-1,1486,38-44,-1.4319268292682927,0.28656,0.0048419641439259,0.0012804841964143,2021-10-29 07:19:00
Kings,1461,2-2,1461,34-48,-2.716428780487805,0.14206,0.0011605937133628,0.0002601160593713,2021-10-29 07:19:00
Spurs,1493,1-4,1472,34-48,-1.9399785365853657,0.14438,0.0012406197096614,0.0002401240619709,2021-10-29 07:19:00
Cavaliers,1398,3-2,1398,29-53,-4.62366243902439,0.03224,8.003941048984541e-05,1.0000000000000001e-21,2021-10-29 07:19:00
Pistons,1365,0-4,1363,24-58,-6.50738487804878,0.00556,1e-17,1.0000000000000001e-21,2021-10-29 07:19:00
Magic,1319,1-4,1364,23-59,-7.148458780487805,0.0037,1e-17,1.0000000000000001e-21,2021-10-29 07:19:00
Rockets,1338,1-4,1333,21-61,-7.791175365853659,0.00108,1e-17,1.0000000000000001e-21,2021-10-29 07:19:00
Thunder,1309,1-4,1309,19-63,-8.862020243902439,0.00034,1e-17,1.0000000000000001e-21,2021-10-29 07:19:00
Bucks,1583,3-2,1672,55-27,5.244730243902438,0.98088,0.3736365116412813,0.224877363651164,2021-10-30 11:35:00
Nuggets,1588,3-2,1639,51-31,3.916683902439024,0.92262,0.2422798099981799,0.1340642279809998,2021-10-30 11:35:00
Jazz,1645,4-0,1649,56-26,5.804425365853659,0.98072,0.2144602684936552,0.1112414460268493,2021-10-30 11:35:00
Clippers,1582,1-4,1648,45-37,2.0303085365853657,0.74634,0.1629481402529893,0.0887362948140252,2021-10-30 11:35:00
76ers,1623,3-2,1651,52-30,4.119017073170732,0.9347,0.1646134277400703,0.081096461342774,2021-10-30 11:35:00
Nets,1598,3-3,1650,48-34,2.2085112195121948,0.82978,0.119563694293544,0.0636319563694293,2021-10-30 11:35:00
Suns,1610,1-3,1616,50-32,3.25565024390244,0.8905,0.1232457747821045,0.0574123245774782,2021-10-30 11:35:00
Hawks,1608,3-2,1605,49-33,3.3982631707317075,0.8819600000000001,0.0987430105621246,0.0447498743010562,2021-10-30 11:35:00
Heat,1574,4-1,1589,48-34,2.9988685365853662,0.8336,0.0928614201156127,0.0413692861420115,2021-10-30 11:35:00
Celtics,1574,2-3,1579,45-37,1.2452070731707316,0.69972,0.072616216945529,0.0324672616216945,2021-10-30 11:35:00
Trail Blazers,1612,3-2,1606,49-33,3.1668526829268293,0.8604,0.0786985058583307,0.0323678698505858,2021-10-30 11:35:00
Mavericks,1571,3-2,1590,48-34,1.9639573170731708,0.8249,0.0621953133079377,0.0239062195313308,2021-10-30 11:35:00
Pelicans,1497,1-5,1558,41-41,0.453039756097561,0.52622,0.0380091636197262,0.0140238009163619,2021-10-30 11:35:00
Lakers,1499,3-3,1527,40-42,-0.4110714634146341,0.42016,0.0281669372003531,0.01086281669372,2021-10-30 11:35:00
Grizzlies,1552,3-2,1565,45-37,1.3746558536585365,0.71032,0.0294086480967274,0.0097229408648096,2021-10-30 11:35:00
Knicks,1571,4-1,1572,46-36,1.7253897560975608,0.75126,0.0286691682900933,0.009102866916829,2021-10-30 11:35:00
Pacers,1537,1-5,1543,41-41,0.5287604878048779,0.50264,0.021126171176478,0.0069821126171176,2021-10-30 11:35:00
Warriors,1542,4-1,1506,39-43,-0.8292646341463416,0.3735,0.0107632626146013,0.0033010763262614,2021-10-30 11:35:00
Bulls,1525,4-1,1514,41-41,-0.2060412195121951,0.4465,0.0096432906820205,0.0026209643290682,2021-10-30 11:35:00
Raptors,1503,3-3,1518,39-43,-0.5652117073170732,0.3512,0.0075827603923725,0.0021607582760392,2021-10-30 11:35:00
Timberwolves,1516,3-1,1516,40-42,-0.4383880487804878,0.4170399999999999,0.0067827744452983,0.0018806782774445,2021-10-30 11:35:00
Wizards,1524,4-1,1510,41-41,-0.3064551219512195,0.47484,0.0068627926362932,0.0017806862792636,2021-10-30 11:35:00
Hornets,1486,4-2,1486,37-45,-1.5605826829268292,0.27474,0.0042415360330051,0.0010804241536033,2021-10-30 11:35:00
Spurs,1493,1-4,1472,34-48,-1.912189512195122,0.14892,0.0016006897378614,0.0004401600689737,2021-10-30 11:35:00
Kings,1465,3-2,1465,35-47,-2.441331463414634,0.1768799999999999,0.0016407717706401,0.000320164077177,2021-10-30 11:35:00
Cavaliers,1398,3-3,1398,29-53,-4.66734,0.02878,4.0045397190328784e-05,1e-21,2021-10-30 11:35:00
Pistons,1364,0-4,1362,24-58,-6.519647560975609,0.0052,1e-17,1e-21,2021-10-30 11:35:00
Magic,1325,1-5,1368,23-59,-6.87177268292683,0.0042,1e-17,1e-21,2021-10-30 11:35:00
Rockets,1336,1-4,1331,21-61,-7.8481756097560975,0.00118,1e-17,1e-21,2021-10-30 11:35:00
Thunder,1309,1-4,1309,20-62,-8.856849512195124,0.0003,1e-17,1e-21,2021-10-30 11:35:00
Bucks,1548,3-3,1664,53-29,4.712904634146342,0.96754,0.3375721332158883,0.1980737572133216,2021-10-31 17:56:00
Nuggets,1596,4-2,1641,52-30,4.111817804878049,0.9451,0.2537022703280789,0.1413453702270328,2021-10-31 17:56:00
Jazz,1617,4-1,1649,55-27,5.709773170731706,0.98074,0.2113001665143041,0.1103011300166514,2021-10-31 17:56:00
Clippers,1582,1-4,1648,45-37,2.0186468292682926,0.75642,0.1646080463285893,0.0898364608046328,2021-10-31 17:56:00
76ers,1631,4-2,1657,53-29,4.627742926829268,0.94796,0.1743548859625484,0.0873974354885962,2021-10-31 17:56:00
Heat,1592,5-1,1603,50-32,3.808230975609756,0.8861,0.1405088630623827,0.0679740508863062,2021-10-31 17:56:00
Nets,1581,3-3,1650,48-34,2.1973575609756097,0.82186,0.123703896234944,0.0638523703896234,2021-10-31 17:56:00
Suns,1615,2-3,1618,50-32,3.3153441463414635,0.9063,0.1318673830552189,0.0637931867383055,2021-10-31 17:56:00
Trail Blazers,1609,3-2,1607,49-33,3.162905853658536,0.8680399999999999,0.0761381578719307,0.0317876138157871,2021-10-31 17:56:00
Hawks,1599,3-3,1596,48-34,2.720848048780488,0.8340799999999999,0.0742181997900465,0.030227421819979,2021-10-31 17:56:00
Celtics,1578,2-4,1578,44-38,1.173670975609756,0.6575,0.0647345646105448,0.026926473456461,2021-10-31 17:56:00
Mavericks,1573,4-2,1590,48-34,1.9669926829268287,0.84534,0.0650762895098192,0.0260865076289509,2021-10-31 17:56:00
Knicks,1578,5-1,1580,47-35,2.053629756097561,0.79132,0.0385512307512832,0.0136638551230751,2021-10-31 17:56:00
Pelicans,1495,1-6,1557,41-41,0.2216612195121951,0.4889600000000001,0.0323279393661363,0.0131632327939366,2021-10-31 17:56:00
Lakers,1460,3-3,1524,40-42,-0.5428409756097561,0.41602,0.0270268151607531,0.010502702681516,2021-10-31 17:56:00
Pacers,1539,1-6,1540,40-42,0.32273,0.43536,0.0171650388629243,0.0060017165038862,2021-10-31 17:56:00
Grizzlies,1531,3-3,1547,43-39,0.3365226829268293,0.59718,0.0167053792937574,0.0049816705379293,2021-10-31 17:56:00
Warriors,1538,5-1,1510,40-42,-0.5103553658536585,0.42408,0.0128840288089976,0.0036412884028809,2021-10-31 17:56:00
Raptors,1508,4-3,1523,40-42,-0.3088492682926829,0.3994,0.0086632565503261,0.002700866325655,2021-10-31 17:56:00
Bulls,1528,5-1,1518,41-41,0.0018758536585365,0.47944,0.0091634747753716,0.0024209163474775,2021-10-31 17:56:00
Wizards,1510,5-1,1510,41-41,-0.2796892682926829,0.4839,0.0071228746766774,0.0021207122874676,2021-10-31 17:56:00
Timberwolves,1511,3-2,1511,39-43,-0.7012819512195122,0.36028,0.0053220142461994,0.0015605322014246,2021-10-31 17:56:00
Hornets,1481,4-2,1487,37-45,-1.5575241463414635,0.26152,0.0043816060410051,0.0010804381606041,2021-10-31 17:56:00
Spurs,1504,2-4,1484,36-46,-1.2700678048780487,0.22746,0.0020609159004545,0.00056020609159,2021-10-31 17:56:00
Kings,1468,3-3,1468,35-47,-2.3197685365853657,0.1826,0.0011806517737586,0.0002001180651773,2021-10-31 17:56:00
Cavaliers,1399,3-4,1397,29-53,-4.6775185365853655,0.026,2.0023396275945344e-05,1.0000000000000001e-21,2021-10-31 17:56:00
Pistons,1365,1-4,1362,24-58,-6.564345121951219,0.0045,4.001132670490879e-05,1.0000000000000001e-21,2021-10-31 17:56:00
Magic,1347,1-6,1371,23-59,-6.791339024390244,0.00352,1e-17,1.0000000000000001e-21,2021-10-31 17:56:00
Rockets,1343,1-4,1333,21-61,-7.799777804878047,0.00128,1e-17,1.0000000000000001e-21,2021-10-31 17:56:00
Thunder,1304,1-5,1304,19-63,-9.13929731707317,0.0002,1e-17,1.0000000000000001e-21,2021-10-31 17:56:00
Bucks,1609,3-4,1660,53-29,4.4226004878048775,0.95894,0.3252104930350485,0.1877725210493035,2021-11-01 07:20:00
Nuggets,1596,4-2,1641,52-30,4.178301951219511,0.94888,0.2514222643482789,0.1411251422264348,2021-11-01 07:20:00
Jazz,1646,5-1,1659,56-26,6.232181219512197,0.98934,0.2375439329125438,0.1273637543932912,2021-11-01 07:20:00
Clippers,1582,1-4,1648,45-37,2.046837560975609,0.7609,0.1623479863475893,0.0886162347986347,2021-11-01 07:20:00
76ers,1630,4-2,1657,53-29,4.642574634146341,0.94472,0.1793153459467484,0.0877779315345946,2021-11-01 07:20:00
Nets,1597,4-3,1648,48-34,2.3354046341463413,0.81818,0.1283842542557158,0.0669728384254255,2021-11-01 07:20:00
Heat,1590,5-1,1600,50-32,3.768062195121952,0.8794200000000001,0.1379284390187827,0.0659137928439018,2021-11-01 07:20:00
Suns,1616,2-3,1619,50-32,3.378425365853659,0.9117,0.1290469450558189,0.0631129046945055,2021-11-01 07:20:00
Hawks,1600,3-3,1598,48-34,2.820291219512195,0.8431200000000001,0.0776386938762465,0.0320677638693876,2021-11-01 07:20:00
Celtics,1575,2-4,1575,44-38,1.1156412195121952,0.63944,0.0623341585383448,0.0275462334158538,2021-11-01 07:20:00
Trail Blazers,1600,3-3,1600,47-35,2.7681775609756096,0.8362200000000001,0.0642159935315463,0.0256064215993531,2021-11-01 07:20:00
Mavericks,1571,4-2,1587,48-34,1.8955485365853657,0.8421200000000001,0.0612754394348192,0.0247261275439434,2021-11-01 07:20:00
Knicks,1579,5-1,1580,47-35,2.107153170731708,0.7953600000000001,0.0399316928114832,0.0138639931692811,2021-11-01 07:20:00
Lakers,1500,4-3,1526,40-42,-0.4114512195121951,0.44768,0.0289272913056324,0.0119028927291305,2021-11-01 07:20:00
Pelicans,1491,1-6,1553,40-42,0.1202934146341463,0.4767399999999999,0.0290073612677363,0.0108629007361267,2021-11-01 07:20:00
Pacers,1540,1-6,1541,40-42,0.3621370731707317,0.42972,0.0169850908969243,0.0054816985090896,2021-11-01 07:20:00
Grizzlies,1528,3-3,1544,43-39,0.2707009756097561,0.58822,0.0164852612571574,0.0052816485261257,2021-11-01 07:20:00
Warriors,1537,5-1,1509,40-42,-0.5381551219512195,0.42636,0.0115037587655976,0.0036811503758765,2021-11-01 07:20:00
Bulls,1526,5-1,1516,41-41,-0.0485019512195122,0.4648199999999999,0.0097234167081716,0.0026409723416708,2021-11-01 07:20:00
Raptors,1508,4-3,1524,40-42,-0.2953717073170731,0.3946,0.0091432505257261,0.0025609143250525,2021-11-01 07:20:00
Wizards,1512,5-1,1512,42-40,-0.2100217073170731,0.4880600000000001,0.0075829706868774,0.0018607582970686,2021-11-01 07:20:00
Hornets,1493,5-2,1493,39-43,-1.1408956097560976,0.31282,0.0060022222367895,0.0014806002222236,2021-11-01 07:20:00
Timberwolves,1510,3-2,1510,39-43,-0.7117395121951221,0.36884,0.0052821482647994,0.0013205282148264,2021-11-01 07:20:00
Spurs,1500,2-4,1480,36-46,-1.3798392682926828,0.21694,0.0017009458898545,0.0003801700945889,2021-11-01 07:20:00
Kings,1466,3-3,1466,35-47,-2.3283068292682927,0.1852599999999999,0.0014407317805586,0.000280144073178,2021-11-01 07:20:00
Cavaliers,1399,3-4,1397,29-53,-4.641687804878049,0.02456,2.0023394875945345e-05,1e-21,2021-11-01 07:20:00
Pistons,1358,1-5,1357,23-59,-6.858711463414633,0.00326,1e-17,1e-21,2021-11-01 07:20:00
Magic,1346,1-6,1370,23-59,-6.765495853658536,0.00298,1e-17,1e-21,2021-11-01 07:20:00
Rockets,1332,1-5,1326,20-62,-8.044466341463416,0.00058,1e-17,1e-21,2021-11-01 07:20:00
Thunder,1303,1-5,1303,19-63,-9.089686829268294,0.00022,1e-17,1e-21,2021-11-01 07:20:00
Bucks,1609,3-4,1660,53-29,4.4441153658536585,0.9574,0.3287908090506486,0.190492879080905,2021-11-01 19:51:00
Nuggets,1596,4-2,1641,52-30,4.183071463414635,0.95028,0.2515422983364789,0.1415051542298336,2021-11-01 19:51:00
Jazz,1646,5-1,1659,57-25,6.27362512195122,0.9889,0.2374639188837438,0.1269237463918884,2021-11-01 19:51:00
76ers,1630,4-2,1657,53-29,4.660525365853658,0.94622,0.1767356639813484,0.0887176735663981,2021-11-01 19:51:00
Clippers,1584,1-4,1648,45-37,1.8522334146341464,0.74036,0.1584873502211893,0.0870558487350221,2021-11-01 19:51:00
Nets,1597,4-3,1648,48-34,2.335362195121951,0.82152,0.1257641062569158,0.0664125764106256,2021-11-01 19:51:00
Suns,1616,2-3,1619,50-32,3.3866829268292684,0.9116,0.1309675350988189,0.0636130967535098,2021-11-01 19:51:00
Heat,1590,5-1,1600,49-33,3.7347231707317072,0.87674,0.1349277069527827,0.0636134927706952,2021-11-01 19:51:00
Hawks,1600,3-3,1598,48-34,2.8272873170731705,0.84036,0.0790189578576465,0.0328679018957857,2021-11-01 19:51:00
Celtics,1575,2-4,1575,44-38,1.1220136585365854,0.6397,0.0646142505647448,0.0269664614250564,2021-11-01 19:51:00
Trail Blazers,1600,3-3,1600,48-34,2.770205853658537,0.8387600000000001,0.0642160415409463,0.026266421604154,2021-11-01 19:51:00
Mavericks,1571,4-2,1587,48-34,1.9073365853658537,0.84562,0.0619355934432192,0.0247261935593443,2021-11-01 19:51:00
Knicks,1579,5-1,1580,47-35,2.136526097560976,0.79584,0.0404317788366832,0.0139040431778836,2021-11-01 19:51:00
Lakers,1500,4-3,1526,40-42,-0.3908612195121952,0.4541600000000001,0.0301473353276324,0.0115230147335327,2021-11-01 19:51:00
Pelicans,1491,1-6,1553,40-42,0.1100682926829268,0.4765,0.0288272752923363,0.0110828827275292,2021-11-01 19:51:00
Pacers,1540,1-6,1541,40-42,0.3723819512195122,0.42964,0.0184652248903243,0.005961846522489,2021-11-01 19:51:00
Grizzlies,1527,3-3,1544,43-39,0.2685197560975609,0.5899800000000001,0.0152251772835574,0.0048215225177283,2021-11-01 19:51:00
Warriors,1537,5-1,1509,40-42,-0.526210731707317,0.42964,0.0126238247883976,0.0038612623824788,2021-11-01 19:51:00
Raptors,1508,4-3,1524,40-42,-0.2558168292682927,0.3976,0.0091031465313261,0.0025409103146531,2021-11-01 19:51:00
Bulls,1526,5-1,1516,41-41,-0.0386836585365853,0.4643,0.0087833887129716,0.0020608783388712,2021-11-01 19:51:00
Wizards,1512,5-1,1512,42-40,-0.1823451219512195,0.49042,0.0079630227032774,0.0018007963022703,2021-11-01 19:51:00
Hornets,1493,5-2,1493,39-43,-1.1715460975609755,0.3074,0.0054819501931895,0.0013805481950193,2021-11-01 19:51:00
Timberwolves,1497,3-2,1510,39-43,-0.7394343902439025,0.36888,0.0052020962643994,0.0012405202096264,2021-11-01 19:51:00
Spurs,1500,2-4,1480,36-46,-1.3553631707317069,0.22068,0.0023409318994545,0.0005602340931899,2021-11-01 19:51:00
Kings,1466,3-3,1466,35-47,-2.34467756097561,0.1834,0.0012206817815586,0.0002801220681781,2021-11-01 19:51:00
Cavaliers,1399,3-4,1397,29-53,-4.6138912195121975,0.02602,8.004339827594535e-05,2.00080043398276e-05,2021-11-01 19:51:00
Pistons,1358,1-5,1357,23-59,-6.821271951219512,0.00356,1e-17,1.0000000000000001e-21,2021-11-01 19:51:00
Magic,1340,1-6,1370,23-59,-6.790167073170731,0.00328,4.0009276861624375e-05,1.0000000000000001e-21,2021-11-01 19:51:00
Rockets,1332,1-5,1326,20-62,-8.026447073170733,0.00084,1e-17,1.0000000000000001e-21,2021-11-01 19:51:00
Thunder,1278,1-5,1303,19-63,-9.12796243902439,0.0004,1e-17,1.0000000000000001e-21,2021-11-01 19:51:00
Bucks,1610,3-4,1661,53-29,4.424772195121951,0.9584,0.3284909451048485,0.1935128490945105,2021-11-02 10:35:00
Nuggets,1599,4-3,1638,51-31,3.952648048780489,0.94138,0.2405009202315008,0.1328440500920231,2021-11-02 10:35:00
Jazz,1644,5-1,1657,56-26,6.210370243902439,0.9893,0.2446044828949438,0.1312244604482895,2021-11-02 10:35:00
76ers,1645,5-2,1658,53-29,4.784804634146341,0.95456,0.1950780002618458,0.0990795078000262,2021-11-02 10:35:00
Clippers,1583,2-4,1647,45-37,1.7220165853658538,0.7496,0.1613877502626678,0.0875761387750262,2021-11-02 10:35:00
Nets,1598,4-3,1649,48-34,2.338679024390244,0.823,0.1275845603267158,0.0658327584560326,2021-11-02 10:35:00
Heat,1591,5-1,1601,50-32,3.7849212195121953,0.87936,0.1368683050043826,0.0655936868305004,2021-11-02 10:35:00
Suns,1616,2-3,1619,50-32,3.390190487804878,0.91452,0.1316875291090189,0.0631931687529109,2021-11-02 10:35:00
Hawks,1599,4-3,1596,48-34,2.7487741463414634,0.84364,0.0798593659483349,0.0334679859365948,2021-11-02 10:35:00
Mavericks,1572,4-2,1588,48-34,1.9460990243902443,0.85152,0.0626160255400192,0.024766261602554,2021-11-02 10:35:00
Trail Blazers,1596,3-4,1596,47-35,2.612867317073171,0.8255600000000001,0.0586949413108488,0.022785869494131,2021-11-02 10:35:00
Celtics,1562,2-5,1562,42-40,0.4150024390243903,0.53138,0.0441702357801317,0.017884417023578,2021-11-02 10:35:00
Lakers,1502,4-3,1528,40-42,-0.3118878048780488,0.47276,0.0323077634348324,0.0129432307763434,2021-11-02 10:35:00
Pelicans,1490,1-6,1552,40-42,0.1060529268292682,0.4862399999999999,0.0313076193349363,0.0115631307619334,2021-11-02 10:35:00
Knicks,1570,5-2,1570,45-37,1.5505348780487804,0.7151,0.0316894902693884,0.0106631689490269,2021-11-02 10:35:00
Pacers,1552,2-6,1547,41-41,0.6780104878048779,0.48382,0.0204260311436066,0.0070220426031143,2021-11-02 10:35:00
Grizzlies,1533,4-3,1549,44-38,0.5855629268292682,0.65566,0.0185060375483355,0.0055218506037548,2021-11-02 10:35:00
Raptors,1515,5-3,1531,41-41,0.1877658536585366,0.47798,0.0122442768762209,0.0036412244276876,2021-11-02 10:35:00
Warriors,1535,5-1,1507,40-42,-0.5391980487804877,0.43266,0.0117039208113976,0.0030611703920811,2021-11-02 10:35:00
Bulls,1534,6-1,1524,43-39,0.4911597560975611,0.55324,0.0113440870465847,0.0029011344087046,2021-11-02 10:35:00
Wizards,1510,5-2,1510,41-41,-0.2636824390243902,0.46196,0.007222758625189,0.0019607222758625,2021-11-02 10:35:00
Hornets,1493,5-3,1493,38-44,-1.2739480487804875,0.2731,0.0050419141364913,0.0014605041914136,2021-11-02 10:35:00
Timberwolves,1486,3-3,1498,37-45,-1.4787990243902442,0.28028,0.0034814079785964,0.0008203481407978,2021-11-02 10:35:00
Spurs,1495,2-5,1477,35-47,-1.5734992682926832,0.19938,0.0017608858393721,0.0004601760885839,2021-11-02 10:35:00
Kings,1468,3-3,1468,35-47,-2.2731158536585365,0.19992,0.0016407738205586,0.000420164077382,2021-11-02 10:35:00
Cavaliers,1402,4-4,1402,30-52,-4.346110487804878,0.03426,0.0001400734181741,1e-21,2021-11-02 10:35:00
Magic,1365,2-6,1380,25-57,-6.0735517073170735,0.00678,1e-17,1e-21,2021-11-02 10:35:00
Pistons,1358,1-5,1357,23-59,-6.810105609756098,0.00342,4.000932293308468e-05,1e-21,2021-11-02 10:35:00
Rockets,1332,1-5,1326,20-62,-8.025044390243902,0.0009199999999999,1e-17,1e-21,2021-11-02 10:35:00
Thunder,1285,1-6,1304,19-63,-8.961289512195123,0.0003,1e-17,1e-21,2021-11-02 10:35:00
Bucks,1510,3-4,1661,52-30,4.361801219512196,0.95344,0.3314108790526486,0.1960131410879052,2021-11-02 18:19:00
Nuggets,1599,4-3,1638,51-31,3.9626892682926833,0.94394,0.2418412762467008,0.1333441841276246,2021-11-02 18:19:00
Jazz,1643,5-1,1657,56-26,6.207750731707318,0.98888,0.2401641209299438,0.129444016412093,2021-11-02 18:19:00
76ers,1650,5-2,1658,53-29,4.791363414634147,0.95492,0.1913979242514459,0.0948791397924251,2021-11-02 18:19:00
Clippers,1583,2-4,1647,45-37,1.7486268292682932,0.7544,0.1631081123264678,0.0890963108112326,2021-11-02 18:19:00
Nets,1587,4-3,1649,48-34,2.352948780487805,0.81916,0.1285046783291158,0.0669128504678329,2021-11-02 18:19:00
Heat,1580,5-1,1601,50-32,3.77503243902439,0.87856,0.1379884510131827,0.0663537988451013,2021-11-02 18:19:00
Suns,1600,2-3,1619,50-32,3.388850243902439,0.91536,0.1347675991288189,0.0650734767599129,2021-11-02 18:19:00
Hawks,1599,4-3,1597,48-34,2.7569914634146344,0.84426,0.0778590459497349,0.0309077859045949,2021-11-02 18:19:00
